Production_ID,Product_ID,Warehouse_ID,Production_Line,Start_Date,Planned_End_Date,Actual_End_Date,Planned_Quantity,Actual_Quantity,Status,Efficiency_Pct,On_Time
PRO00262,PRD0096,WH004,Line D,2025-05-08,2025-05-10,2025-05-14,527,502,Completed,95.3,No
PRO00263,PRD0031,WH002,Line D,2025-08-06,2025-08-08,,152,0,In Progress,0.0,No
PRO00264,PRD0039,WH002,Line D,2025-05-13,2025-05-27,2025-05-30,329,291,Completed,88.4,No
PRO00265,PRD0097,WH008,Line B,2025-04-16,2025-04-27,2025-05-02,820,779,Completed,95.0,No
PRO00266,PRD0049,WH008,Line B,2025-10-28,2025-11-04,,130,0,In Progress,0.0,No
PRO00267,PRD0075,WH004,Line D,2025-07-22,2025-07-30,,315,0,On Hold,0.0,No
PRO00268,PRD0042,WH006,Line C,2026-02-27,2026-02-28,,670,0,In Progress,0.0,No
PRO00269,PRD0026,WH007,Line C,2025-08-01,2025-08-05,2025-08-05,160,146,Completed,91.2,Yes
PRO00270,PRD0094,WH005,Line B,2025-11-12,2025-11-26,2025-11-30,686,662,Completed,96.5,No
PRO00271,PRD0033,WH004,Line B,2025-12-14,2025-12-24,,507,0,In Progress,0.0,No
PRO00272,PRD0020,WH005,Line B,2025-07-08,2025-07-22,2025-07-24,141,131,Completed,92.9,No
PRO00273,PRD0059,WH006,Line A,2025-08-05,2025-08-15,2025-08-14,680,655,Completed,96.3,Yes
PRO00274,PRD0093,WH007,Line D,2025-06-28,2025-07-09,,960,0,In Progress,0.0,No
PRO00275,PRD0080,WH008,Line C,2025-08-30,2025-09-08,,513,0,On Hold,0.0,No
PRO00276,PRD0087,WH003,Line D,2025-11-16,2025-11-28,,621,0,On Hold,0.0,No
PRO00277,PRD0030,WH004,Line A,2025-06-10,2025-06-22,2025-06-27,314,267,Completed,85.0,No
PRO00278,PRD0015,WH008,Line A,2025-10-30,2025-11-09,2025-11-12,402,356,Completed,88.6,No
PRO00279,PRD0021,WH006,Line D,2026-01-18,2026-01-26,2026-01-29,868,737,Completed,84.9,No
PRO00280,PRD0087,WH008,Line B,2026-01-16,2026-01-30,2026-02-03,164,146,Completed,89.0,No
PRO00281,PRD0084,WH005,Line C,2025-12-07,2025-12-16,,974,0,On Hold,0.0,No
PRO00282,PRD0024,WH004,Line D,2025-09-06,2025-09-07,2025-09-12,178,173,Completed,97.2,No
PRO00283,PRD0073,WH005,Line A,2026-03-10,2026-03-16,2026-03-19,500,456,Completed,91.2,No
PRO00284,PRD0082,WH001,Line A,2025-09-10,2025-09-20,2025-09-19,314,273,Completed,86.9,Yes
PRO00285,PRD0058,WH007,Line A,2026-02-19,2026-03-01,2026-03-05,251,228,Completed,90.8,No
PRO00286,PRD0056,WH008,Line C,2025-09-16,2025-09-20,,388,0,Planned,0.0,No
PRO00287,PRD0064,WH007,Line B,2025-11-28,2025-12-01,,823,0,Planned,0.0,No
PRO00288,PRD0096,WH007,Line D,2025-10-13,2025-10-17,2025-10-18,202,190,Completed,94.1,No
PRO00289,PRD0045,WH004,Line C,2026-02-16,2026-02-24,,271,0,Planned,0.0,No
PRO00290,PRD0005,WH006,Line D,2025-09-26,2025-09-30,2025-10-03,682,638,Completed,93.5,No
PRO00291,PRD0097,WH002,Line B,2025-05-23,2025-06-05,,469,0,In Progress,0.0,No
PRO00292,PRD0058,WH007,Line B,2026-02-17,2026-02-26,2026-03-02,770,746,Completed,96.9,No
PRO00293,PRD0003,WH008,Line D,2025-06-08,2025-06-11,2025-06-13,282,260,Completed,92.2,No
PRO00294,PRD0084,WH006,Line B,2026-02-24,2026-02-28,,464,0,In Progress,0.0,No
PRO00295,PRD0061,WH003,Line A,2025-05-19,2025-05-28,,149,0,In Progress,0.0,No
PRO00296,PRD0034,WH002,Line C,2025-12-03,2025-12-11,2025-12-15,429,420,Completed,97.9,No
PRO00297,PRD0066,WH005,Line C,2025-07-17,2025-07-27,2025-07-30,249,234,Completed,94.0,No
PRO00298,PRD0039,WH005,Line C,2025-05-20,2025-06-02,2025-06-06,731,683,Completed,93.4,No
PRO00299,PRD0023,WH007,Line C,2025-11-17,2025-11-26,,181,0,On Hold,0.0,No
PRO00300,PRD0065,WH004,Line A,2025-10-21,2025-10-30,,291,0,In Progress,0.0,No
PRO00301,PRD0095,WH007,Line D,2025-10-21,2025-10-31,,798,0,Planned,0.0,No
PRO00302,PRD0026,WH007,Line C,2026-01-06,2026-01-18,2026-01-21,383,365,Completed,95.3,No
PRO00303,PRD0053,WH005,Line B,2026-02-06,2026-02-08,,644,0,In Progress,0.0,No
PRO00304,PRD0087,WH002,Line B,2026-01-15,2026-01-27,,356,0,Planned,0.0,No
PRO00305,PRD0020,WH005,Line A,2025-08-25,2025-08-27,2025-08-26,319,278,Completed,87.1,Yes
PRO00306,PRD0024,WH004,Line A,2025-07-16,2025-07-22,2025-07-24,789,773,Completed,98.0,No
PRO00307,PRD0096,WH001,Line D,2025-07-19,2025-07-29,,523,0,In Progress,0.0,No
PRO00308,PRD0037,WH005,Line C,2025-09-03,2025-09-06,2025-09-06,613,608,Completed,99.2,Yes
PRO00309,PRD0089,WH004,Line C,2025-09-19,2025-09-27,2025-09-25,366,312,Completed,85.2,Yes
PRO00310,PRD0028,WH007,Line D,2025-06-06,2025-06-09,,735,0,On Hold,0.0,No
PRO00311,PRD0082,WH002,Line A,2026-01-20,2026-01-31,,526,0,On Hold,0.0,No
PRO00312,PRD0080,WH001,Line D,2025-04-17,2025-04-21,2025-04-23,993,912,Completed,91.8,No
PRO00313,PRD0051,WH006,Line D,2026-01-17,2026-01-31,2026-01-29,513,496,Completed,96.7,Yes
PRO00314,PRD0064,WH007,Line C,2025-05-05,2025-05-15,,550,0,Planned,0.0,No
PRO00315,PRD0058,WH007,Line A,2025-05-16,2025-05-18,,710,0,On Hold,0.0,No
PRO00316,PRD0035,WH006,Line A,2025-12-17,2025-12-27,2025-12-31,770,730,Completed,94.8,No
PRO00317,PRD0008,WH006,Line B,2025-05-05,2025-05-15,2025-05-13,549,480,Completed,87.4,Yes
PRO00318,PRD0095,WH005,Line C,2025-04-09,2025-04-14,,155,0,In Progress,0.0,No
PRO00319,PRD0015,WH003,Line A,2025-12-24,2026-01-05,2026-01-07,171,163,Completed,95.3,No
PRO00320,PRD0011,WH001,Line A,2025-04-14,2025-04-22,2025-04-22,627,547,Completed,87.2,Yes
PRO00321,PRD0039,WH001,Line B,2025-07-14,2025-07-24,2025-07-27,140,134,Completed,95.7,No
PRO00322,PRD0054,WH005,Line C,2025-04-14,2025-04-24,2025-04-22,233,218,Completed,93.6,Yes
PRO00323,PRD0046,WH001,Line D,2025-03-27,2025-03-28,2025-03-27,361,330,Completed,91.4,Yes
PRO00324,PRD0046,WH007,Line A,2025-10-22,2025-10-25,,635,0,Planned,0.0,No
PRO00325,PRD0019,WH007,Line D,2025-10-10,2025-10-22,2025-10-25,379,329,Completed,86.8,No
PRO00326,PRD0045,WH006,Line D,2026-02-14,2026-02-23,2026-02-21,308,290,Completed,94.2,Yes
PRO00327,PRD0086,WH004,Line C,2025-11-04,2025-11-10,,769,0,In Progress,0.0,No
PRO00328,PRD0030,WH004,Line C,2026-01-23,2026-01-29,,1000,0,In Progress,0.0,No
PRO00329,PRD0035,WH002,Line B,2025-03-21,2025-03-26,2025-03-30,287,252,Completed,87.8,No
PRO00330,PRD0069,WH005,Line C,2025-06-08,2025-06-21,,621,0,On Hold,0.0,No
PRO00331,PRD0001,WH002,Line A,2025-07-23,2025-08-04,,400,0,In Progress,0.0,No
PRO00332,PRD0082,WH005,Line B,2025-05-07,2025-05-17,2025-05-18,780,697,Completed,89.4,No
PRO00333,PRD0021,WH002,Line A,2025-12-19,2026-01-01,2026-01-01,351,303,Completed,86.3,Yes
PRO00334,PRD0014,WH004,Line A,2025-10-25,2025-10-27,,863,0,In Progress,0.0,No
PRO00335,PRD0001,WH008,Line C,2025-04-17,2025-04-24,,839,0,On Hold,0.0,No
PRO00336,PRD0009,WH004,Line A,2025-09-15,2025-09-26,,319,0,On Hold,0.0,No
PRO00337,PRD0093,WH004,Line A,2026-02-19,2026-02-23,2026-02-24,945,944,Completed,99.9,No
PRO00338,PRD0053,WH007,Line B,2025-07-06,2025-07-14,,545,0,On Hold,0.0,No
PRO00339,PRD0043,WH004,Line A,2026-01-11,2026-01-15,2026-01-16,818,782,Completed,95.6,No
PRO00340,PRD0084,WH007,Line D,2026-01-27,2026-02-09,,904,0,On Hold,0.0,No
PRO00341,PRD0039,WH008,Line B,2025-09-27,2025-09-29,,786,0,Planned,0.0,No
PRO00342,PRD0004,WH005,Line A,2025-06-18,2025-07-02,2025-07-02,144,139,Completed,96.5,Yes
PRO00343,PRD0086,WH005,Line B,2025-12-12,2025-12-19,,242,0,On Hold,0.0,No
PRO00344,PRD0018,WH004,Line A,2025-07-10,2025-07-14,2025-07-18,522,521,Completed,99.8,No
PRO00345,PRD0062,WH007,Line A,2025-08-10,2025-08-21,2025-08-19,607,589,Completed,97.0,Yes
PRO00346,PRD0034,WH001,Line D,2025-12-05,2025-12-08,2025-12-09,958,871,Completed,90.9,No
PRO00347,PRD0083,WH005,Line C,2025-04-22,2025-04-23,,193,0,On Hold,0.0,No
PRO00348,PRD0076,WH005,Line C,2025-12-05,2025-12-13,,953,0,Planned,0.0,No
PRO00349,PRD0099,WH006,Line A,2025-12-27,2025-12-31,2026-01-04,367,326,Completed,88.8,No
PRO00350,PRD0010,WH005,Line B,2025-06-04,2025-06-06,,721,0,Planned,0.0,No
PRO00351,PRD0010,WH005,Line D,2026-02-28,2026-03-06,2026-03-11,760,667,Completed,87.8,No
PRO00352,PRD0039,WH006,Line D,2025-05-04,2025-05-08,,629,0,Planned,0.0,No
PRO00353,PRD0066,WH002,Line C,2025-07-04,2025-07-07,2025-07-05,729,636,Completed,87.2,Yes
PRO00354,PRD0021,WH001,Line C,2026-02-26,2026-03-08,2026-03-06,280,240,Completed,85.7,Yes
PRO00355,PRD0079,WH004,Line A,2025-12-05,2025-12-15,2025-12-17,378,321,Completed,84.9,No
PRO00356,PRD0080,WH003,Line B,2025-12-31,2026-01-10,,74,0,On Hold,0.0,No
PRO00357,PRD0100,WH002,Line D,2025-03-23,2025-04-02,,423,0,On Hold,0.0,No
PRO00358,PRD0098,WH005,Line D,2026-01-04,2026-01-07,,966,0,Planned,0.0,No
PRO00359,PRD0038,WH003,Line A,2025-05-31,2025-06-10,2025-06-13,291,272,Completed,93.5,No
PRO00360,PRD0076,WH003,Line D,2025-06-26,2025-06-27,,920,0,In Progress,0.0,No
PRO00361,PRD0016,WH005,Line D,2025-07-26,2025-07-30,2025-07-31,991,919,Completed,92.7,No
PRO00362,PRD0046,WH003,Line A,2025-05-31,2025-06-07,2025-06-08,829,741,Completed,89.4,No
PRO00363,PRD0055,WH001,Line B,2025-07-18,2025-08-01,2025-08-03,640,581,Completed,90.8,No
PRO00364,PRD0084,WH001,Line C,2026-01-02,2026-01-06,,420,0,Planned,0.0,No
PRO00365,PRD0011,WH008,Line A,2025-09-12,2025-09-24,2025-09-24,77,66,Completed,85.7,Yes
PRO00366,PRD0027,WH002,Line C,2026-01-25,2026-02-05,,975,0,On Hold,0.0,No
PRO00367,PRD0062,WH007,Line C,2025-12-25,2026-01-05,2026-01-07,842,754,Completed,89.5,No
PRO00368,PRD0030,WH003,Line A,2025-06-03,2025-06-11,,194,0,Planned,0.0,No
PRO00369,PRD0044,WH002,Line D,2025-12-24,2026-01-01,2025-12-30,425,367,Completed,86.4,Yes
PRO00370,PRD0087,WH003,Line D,2026-03-08,2026-03-09,2026-03-09,224,193,Completed,86.2,Yes
PRO00371,PRD0005,WH004,Line C,2025-09-14,2025-09-22,2025-09-20,187,168,Completed,89.8,Yes
PRO00372,PRD0048,WH002,Line B,2026-02-13,2026-02-25,,661,0,On Hold,0.0,No
PRO00373,PRD0023,WH007,Line C,2026-02-10,2026-02-20,2026-02-18,263,230,Completed,87.5,Yes
PRO00374,PRD0010,WH001,Line B,2025-10-17,2025-10-19,,103,0,On Hold,0.0,No
PRO00375,PRD0019,WH005,Line A,2026-03-08,2026-03-19,,184,0,In Progress,0.0,No
PRO00376,PRD0029,WH004,Line D,2025-10-04,2025-10-05,2025-10-10,226,212,Completed,93.8,No
PRO00377,PRD0088,WH004,Line D,2025-04-02,2025-04-08,2025-04-07,209,191,Completed,91.4,Yes
PRO00378,PRD0061,WH005,Line D,2025-09-09,2025-09-10,,107,0,On Hold,0.0,No
PRO00379,PRD0097,WH001,Line B,2025-07-25,2025-08-07,,486,0,Planned,0.0,No
PRO00380,PRD0086,WH006,Line B,2025-08-31,2025-09-04,,73,0,On Hold,0.0,No
PRO00381,PRD0094,WH007,Line D,2026-01-20,2026-01-23,2026-01-22,528,479,Completed,90.7,Yes
PRO00382,PRD0068,WH002,Line B,2025-12-06,2025-12-20,,687,0,Planned,0.0,No
PRO00383,PRD0070,WH008,Line A,2025-09-15,2025-09-17,2025-09-22,342,312,Completed,91.2,No
PRO00384,PRD0090,WH004,Line C,2025-04-12,2025-04-26,2025-04-27,360,325,Completed,90.3,No
PRO00385,PRD0062,WH008,Line D,2025-05-08,2025-05-17,2025-05-20,457,452,Completed,98.9,No
PRO00386,PRD0021,WH008,Line C,2026-02-19,2026-02-22,2026-02-22,662,655,Completed,98.9,Yes
PRO00387,PRD0025,WH004,Line C,2025-03-17,2025-03-31,,83,0,Planned,0.0,No
PRO00388,PRD0033,WH003,Line C,2026-01-10,2026-01-24,2026-01-23,818,731,Completed,89.4,Yes
PRO00389,PRD0033,WH003,Line B,2025-04-14,2025-04-18,,487,0,In Progress,0.0,No
PRO00390,PRD0084,WH002,Line B,2025-05-03,2025-05-16,,829,0,In Progress,0.0,No
PRO00391,PRD0056,WH007,Line C,2025-12-25,2025-12-31,,349,0,In Progress,0.0,No
PRO00392,PRD0008,WH006,Line C,2025-06-15,2025-06-24,,981,0,In Progress,0.0,No
PRO00393,PRD0001,WH007,Line C,2026-02-19,2026-02-27,,477,0,In Progress,0.0,No
PRO00394,PRD0092,WH003,Line C,2025-07-29,2025-08-09,2025-08-14,547,524,Completed,95.8,No
PRO00395,PRD0074,WH002,Line C,2025-03-15,2025-03-17,,466,0,Planned,0.0,No
PRO00396,PRD0053,WH003,Line D,2025-04-15,2025-04-29,2025-05-03,525,493,Completed,93.9,No
PRO00397,PRD0007,WH002,Line A,2025-07-15,2025-07-20,2025-07-19,151,136,Completed,90.1,Yes
PRO00398,PRD0030,WH002,Line C,2026-01-19,2026-01-25,,190,0,Planned,0.0,No
PRO00399,PRD0073,WH004,Line A,2026-02-17,2026-02-24,,517,0,Planned,0.0,No
PRO00400,PRD0050,WH003,Line D,2025-03-29,2025-04-03,2025-04-07,318,288,Completed,90.6,No
