Inventory_ID,Product_ID,Warehouse_ID,Stock_Quantity,Reorder_Point,Safety_Stock,Stock_Status,Last_Updated,Unit_Cost,Total_Value
INV00331,PRD0056,WH003,968,59,27,Normal,2026-02-20,1257.83,1217579.44
INV00332,PRD0056,WH004,787,59,27,Normal,2026-02-27,1257.83,989912.21
INV00333,PRD0056,WH005,714,59,27,Normal,2026-03-10,1257.83,898090.62
INV00334,PRD0056,WH006,357,59,27,Normal,2026-02-19,1257.83,449045.31
INV00335,PRD0057,WH002,459,81,38,Normal,2026-02-19,2681.04,1230597.36
INV00336,PRD0057,WH004,547,81,38,Normal,2026-02-25,2681.04,1466528.88
INV00337,PRD0057,WH006,248,81,38,Normal,2026-02-28,2681.04,664897.92
INV00338,PRD0057,WH007,800,81,38,Normal,2026-03-10,2681.04,2144832.0
INV00339,PRD0058,WH001,495,57,49,Normal,2026-02-28,1401.08,693534.6
INV00340,PRD0058,WH002,533,57,49,Normal,2026-03-06,1401.08,746775.64
INV00341,PRD0058,WH003,229,57,49,Normal,2026-02-15,1401.08,320847.32
INV00342,PRD0058,WH004,898,57,49,Normal,2026-02-28,1401.08,1258169.84
INV00343,PRD0058,WH005,789,57,49,Normal,2026-02-16,1401.08,1105452.12
INV00344,PRD0058,WH008,587,57,49,Normal,2026-02-28,1401.08,822433.96
INV00345,PRD0059,WH003,490,74,35,Normal,2026-02-24,1855.66,909273.4
INV00346,PRD0059,WH005,436,74,35,Normal,2026-02-17,1855.66,809067.76
INV00347,PRD0059,WH006,579,74,35,Normal,2026-03-03,1855.66,1074427.14
INV00348,PRD0059,WH008,380,74,35,Normal,2026-03-07,1855.66,705150.8
INV00349,PRD0060,WH001,34,82,39,Critical,2026-02-28,1205.03,40971.02
INV00350,PRD0060,WH002,267,82,39,Normal,2026-03-04,1205.03,321743.01
INV00351,PRD0060,WH003,513,82,39,Normal,2026-02-27,1205.03,618180.39
INV00352,PRD0060,WH005,797,82,39,Normal,2026-03-11,1205.03,960408.91
INV00353,PRD0060,WH006,528,82,39,Normal,2026-02-23,1205.03,636255.84
INV00354,PRD0060,WH007,433,82,39,Normal,2026-02-13,1205.03,521777.99
INV00355,PRD0060,WH008,203,82,39,Normal,2026-02-19,1205.03,244621.09
INV00356,PRD0061,WH001,435,97,5,Normal,2026-03-10,1126.5,490027.5
INV00357,PRD0061,WH002,423,97,5,Normal,2026-03-04,1126.5,476509.5
INV00358,PRD0061,WH004,492,97,5,Normal,2026-02-18,1126.5,554238.0
INV00359,PRD0061,WH005,956,97,5,Normal,2026-02-24,1126.5,1076934.0
INV00360,PRD0061,WH006,364,97,5,Normal,2026-02-12,1126.5,410046.0
INV00361,PRD0061,WH007,249,97,5,Normal,2026-03-04,1126.5,280498.5
INV00362,PRD0061,WH008,771,97,5,Normal,2026-02-25,1126.5,868531.5
INV00363,PRD0062,WH001,297,42,24,Normal,2026-02-15,324.0,96228.0
INV00364,PRD0062,WH004,775,42,24,Normal,2026-02-22,324.0,251100.0
INV00365,PRD0062,WH005,909,42,24,Normal,2026-03-03,324.0,294516.0
INV00366,PRD0062,WH006,921,42,24,Normal,2026-03-07,324.0,298404.0
INV00367,PRD0062,WH007,362,42,24,Normal,2026-03-08,324.0,117288.0
INV00368,PRD0062,WH008,300,42,24,Normal,2026-02-10,324.0,97200.0
INV00369,PRD0063,WH002,844,64,32,Normal,2026-03-05,2969.08,2505903.52
INV00370,PRD0063,WH003,545,64,32,Normal,2026-03-04,2969.08,1618148.6
INV00371,PRD0063,WH004,755,64,32,Normal,2026-03-08,2969.08,2241655.4
INV00372,PRD0063,WH005,66,64,32,Normal,2026-02-22,2969.08,195959.28
INV00373,PRD0063,WH007,327,64,32,Normal,2026-03-07,2969.08,970889.16
INV00374,PRD0063,WH008,541,64,32,Normal,2026-02-26,2969.08,1606272.28
INV00375,PRD0064,WH001,216,48,44,Normal,2026-02-23,1504.29,324926.64
INV00376,PRD0064,WH002,515,48,44,Normal,2026-03-07,1504.29,774709.35
INV00377,PRD0064,WH004,483,48,44,Normal,2026-02-11,1504.29,726572.07
INV00378,PRD0064,WH005,47,48,44,Low,2026-02-18,1504.29,70701.63
INV00379,PRD0064,WH006,156,48,44,Normal,2026-02-25,1504.29,234669.24
INV00380,PRD0065,WH001,87,56,28,Normal,2026-03-07,2751.46,239377.02
INV00381,PRD0065,WH002,808,56,28,Normal,2026-03-09,2751.46,2223179.68
INV00382,PRD0065,WH003,972,56,28,Normal,2026-02-10,2751.46,2674419.12
INV00383,PRD0065,WH004,310,56,28,Normal,2026-02-13,2751.46,852952.6
INV00384,PRD0065,WH005,119,56,28,Normal,2026-02-11,2751.46,327423.74
INV00385,PRD0065,WH006,14,56,28,Critical,2026-02-18,2751.46,38520.44
INV00386,PRD0065,WH007,121,56,28,Normal,2026-02-14,2751.46,332926.66
INV00387,PRD0065,WH008,696,56,28,Normal,2026-02-24,2751.46,1915016.16
INV00388,PRD0066,WH001,88,96,44,Low,2026-02-10,2272.03,199938.64
INV00389,PRD0066,WH002,375,96,44,Normal,2026-02-28,2272.03,852011.25
INV00390,PRD0066,WH003,992,96,44,Normal,2026-02-13,2272.03,2253853.76
INV00391,PRD0066,WH004,236,96,44,Normal,2026-03-05,2272.03,536199.08
INV00392,PRD0066,WH005,17,96,44,Critical,2026-03-05,2272.03,38624.51
INV00393,PRD0066,WH006,451,96,44,Normal,2026-03-08,2272.03,1024685.53
INV00394,PRD0066,WH007,364,96,44,Normal,2026-03-11,2272.03,827018.92
INV00395,PRD0067,WH002,343,100,14,Normal,2026-03-07,1268.84,435212.12
INV00396,PRD0067,WH003,34,100,14,Low,2026-03-05,1268.84,43140.56
INV00397,PRD0067,WH004,567,100,14,Normal,2026-03-03,1268.84,719432.28
INV00398,PRD0067,WH005,133,100,14,Normal,2026-02-10,1268.84,168755.72
INV00399,PRD0067,WH006,23,100,14,Low,2026-02-27,1268.84,29183.32
INV00400,PRD0067,WH007,913,100,14,Normal,2026-03-07,1268.84,1158450.92
INV00401,PRD0067,WH008,698,100,14,Normal,2026-03-04,1268.84,885650.32
INV00402,PRD0068,WH002,317,73,29,Normal,2026-03-02,971.53,307975.01
INV00403,PRD0068,WH003,315,73,29,Normal,2026-02-23,971.53,306031.95
INV00404,PRD0068,WH004,340,73,29,Normal,2026-03-09,971.53,330320.2
INV00405,PRD0068,WH005,356,73,29,Normal,2026-02-28,971.53,345864.68
INV00406,PRD0068,WH006,872,73,29,Normal,2026-02-11,971.53,847174.16
INV00407,PRD0068,WH007,844,73,29,Normal,2026-02-16,971.53,819971.32
INV00408,PRD0068,WH008,41,73,29,Low,2026-02-28,971.53,39832.73
INV00409,PRD0069,WH001,230,20,38,Normal,2026-02-20,779.99,179397.7
INV00410,PRD0069,WH002,403,20,38,Normal,2026-02-13,779.99,314335.97
INV00411,PRD0069,WH008,789,20,38,Normal,2026-02-20,779.99,615412.11
INV00412,PRD0070,WH001,761,92,42,Normal,2026-02-18,2070.78,1575863.58
INV00413,PRD0070,WH004,241,92,42,Normal,2026-02-17,2070.78,499057.98
INV00414,PRD0070,WH005,801,92,42,Normal,2026-02-15,2070.78,1658694.78
INV00415,PRD0070,WH006,303,92,42,Normal,2026-03-11,2070.78,627446.34
INV00416,PRD0070,WH007,683,92,42,Normal,2026-02-12,2070.78,1414342.74
INV00417,PRD0071,WH002,802,43,16,Normal,2026-02-14,2137.24,1714066.48
INV00418,PRD0071,WH003,849,43,16,Normal,2026-02-10,2137.24,1814516.76
INV00419,PRD0071,WH004,411,43,16,Normal,2026-02-22,2137.24,878405.64
INV00420,PRD0071,WH005,687,43,16,Normal,2026-02-10,2137.24,1468283.88
INV00421,PRD0071,WH006,788,43,16,Normal,2026-03-03,2137.24,1684145.12
INV00422,PRD0072,WH001,605,35,8,Normal,2026-03-11,1925.13,1164703.65
INV00423,PRD0072,WH002,727,35,8,Normal,2026-02-12,1925.13,1399569.51
INV00424,PRD0072,WH003,279,35,8,Normal,2026-03-10,1925.13,537111.27
INV00425,PRD0072,WH004,893,35,8,Normal,2026-02-14,1925.13,1719141.09
INV00426,PRD0072,WH005,563,35,8,Normal,2026-03-04,1925.13,1083848.19
INV00427,PRD0072,WH006,556,35,8,Normal,2026-02-11,1925.13,1070372.28
INV00428,PRD0072,WH007,427,35,8,Normal,2026-03-10,1925.13,822030.51
INV00429,PRD0072,WH008,169,35,8,Normal,2026-02-18,1925.13,325346.97
INV00430,PRD0073,WH001,106,63,6,Normal,2026-03-04,982.26,104119.56
INV00431,PRD0073,WH002,703,63,6,Normal,2026-02-21,982.26,690528.78
INV00432,PRD0073,WH003,112,63,6,Normal,2026-03-01,982.26,110013.12
INV00433,PRD0073,WH004,52,63,6,Low,2026-02-13,982.26,51077.52
INV00434,PRD0073,WH005,514,63,6,Normal,2026-03-11,982.26,504881.64
INV00435,PRD0073,WH006,215,63,6,Normal,2026-02-19,982.26,211185.9
INV00436,PRD0073,WH008,975,63,6,Normal,2026-03-03,982.26,957703.5
INV00437,PRD0074,WH001,991,48,11,Normal,2026-03-02,2168.22,2148706.02
INV00438,PRD0074,WH003,416,48,11,Normal,2026-02-27,2168.22,901979.52
INV00439,PRD0074,WH004,932,48,11,Normal,2026-02-26,2168.22,2020781.04
INV00440,PRD0074,WH005,228,48,11,Normal,2026-02-20,2168.22,494354.16
INV00441,PRD0074,WH006,235,48,11,Normal,2026-03-01,2168.22,509531.7
INV00442,PRD0074,WH007,558,48,11,Normal,2026-03-03,2168.22,1209866.76
INV00443,PRD0075,WH001,695,41,35,Normal,2026-02-22,413.94,287688.3
INV00444,PRD0075,WH005,333,41,35,Normal,2026-03-03,413.94,137842.02
INV00445,PRD0075,WH007,157,41,35,Normal,2026-02-23,413.94,64988.58
INV00446,PRD0075,WH008,237,41,35,Normal,2026-02-18,413.94,98103.78
INV00447,PRD0076,WH002,224,100,8,Normal,2026-02-13,1480.66,331667.84
INV00448,PRD0076,WH003,130,100,8,Normal,2026-02-17,1480.66,192485.8
INV00449,PRD0076,WH004,607,100,8,Normal,2026-02-19,1480.66,898760.62
INV00450,PRD0076,WH005,404,100,8,Normal,2026-02-19,1480.66,598186.64
INV00451,PRD0076,WH007,805,100,8,Normal,2026-03-01,1480.66,1191931.3
INV00452,PRD0076,WH008,907,100,8,Normal,2026-02-11,1480.66,1342958.62
INV00453,PRD0077,WH001,950,46,7,Normal,2026-02-10,116.88,111036.0
INV00454,PRD0077,WH002,763,46,7,Normal,2026-03-11,116.88,89179.44
INV00455,PRD0077,WH003,964,46,7,Normal,2026-02-13,116.88,112672.32
INV00456,PRD0077,WH004,286,46,7,Normal,2026-03-07,116.88,33427.68
INV00457,PRD0077,WH005,568,46,7,Normal,2026-02-12,116.88,66387.84
INV00458,PRD0077,WH007,517,46,7,Normal,2026-02-25,116.88,60426.96
INV00459,PRD0077,WH008,462,46,7,Normal,2026-02-10,116.88,53998.56
INV00460,PRD0078,WH002,667,51,32,Normal,2026-02-27,2250.79,1501276.93
INV00461,PRD0078,WH004,792,51,32,Normal,2026-02-28,2250.79,1782625.68
INV00462,PRD0078,WH005,955,51,32,Normal,2026-03-02,2250.79,2149504.45
INV00463,PRD0078,WH006,915,51,32,Normal,2026-02-20,2250.79,2059472.85
INV00464,PRD0078,WH008,966,51,32,Normal,2026-02-25,2250.79,2174263.14
INV00465,PRD0079,WH001,271,54,22,Normal,2026-02-11,1909.7,517528.7
INV00466,PRD0079,WH002,788,54,22,Normal,2026-03-07,1909.7,1504843.6
INV00467,PRD0079,WH005,37,54,22,Low,2026-02-23,1909.7,70658.9
INV00468,PRD0079,WH006,268,54,22,Normal,2026-02-19,1909.7,511799.6
INV00469,PRD0079,WH007,378,54,22,Normal,2026-03-05,1909.7,721866.6
INV00470,PRD0080,WH002,698,36,21,Normal,2026-03-06,625.58,436654.84
INV00471,PRD0080,WH003,757,36,21,Normal,2026-02-15,625.58,473564.06
INV00472,PRD0080,WH004,613,36,21,Normal,2026-03-05,625.58,383480.54
INV00473,PRD0080,WH005,424,36,21,Normal,2026-02-15,625.58,265245.92
INV00474,PRD0080,WH006,292,36,21,Normal,2026-02-13,625.58,182669.36
INV00475,PRD0080,WH007,377,36,21,Normal,2026-02-26,625.58,235843.66
INV00476,PRD0081,WH001,859,97,35,Normal,2026-02-10,1645.19,1413218.21
INV00477,PRD0081,WH002,904,97,35,Normal,2026-02-18,1645.19,1487251.76
INV00478,PRD0081,WH005,474,97,35,Normal,2026-02-16,1645.19,779820.06
INV00479,PRD0081,WH006,260,97,35,Normal,2026-03-04,1645.19,427749.4
INV00480,PRD0081,WH007,496,97,35,Normal,2026-03-06,1645.19,816014.24
INV00481,PRD0081,WH008,138,97,35,Normal,2026-02-12,1645.19,227036.22
INV00482,PRD0082,WH003,196,75,28,Normal,2026-03-03,1332.12,261095.52
INV00483,PRD0082,WH004,608,75,28,Normal,2026-02-23,1332.12,809928.96
INV00484,PRD0082,WH005,333,75,28,Normal,2026-03-03,1332.12,443595.96
INV00485,PRD0082,WH006,319,75,28,Normal,2026-02-25,1332.12,424946.28
INV00486,PRD0082,WH007,836,75,28,Normal,2026-02-18,1332.12,1113652.32
INV00487,PRD0082,WH008,426,75,28,Normal,2026-03-08,1332.12,567483.12
INV00488,PRD0083,WH002,288,82,27,Normal,2026-02-12,846.03,243656.64
INV00489,PRD0083,WH003,123,82,27,Normal,2026-02-19,846.03,104061.69
INV00490,PRD0083,WH004,267,82,27,Normal,2026-02-25,846.03,225890.01
INV00491,PRD0083,WH005,914,82,27,Normal,2026-03-04,846.03,773271.42
INV00492,PRD0083,WH007,445,82,27,Normal,2026-02-27,846.03,376483.35
INV00493,PRD0083,WH008,194,82,27,Normal,2026-02-24,846.03,164129.82
INV00494,PRD0084,WH001,289,36,33,Normal,2026-02-27,2807.14,811263.46
INV00495,PRD0084,WH003,394,36,33,Normal,2026-02-22,2807.14,1106013.16
INV00496,PRD0084,WH006,440,36,33,Normal,2026-02-12,2807.14,1235141.6
INV00497,PRD0084,WH007,851,36,33,Normal,2026-03-04,2807.14,2388876.14
INV00498,PRD0085,WH001,961,81,50,Normal,2026-02-11,2122.87,2040078.07
INV00499,PRD0085,WH003,352,81,50,Normal,2026-02-28,2122.87,747250.24
INV00500,PRD0085,WH006,279,81,50,Normal,2026-02-13,2122.87,592280.73
INV00501,PRD0085,WH007,891,81,50,Normal,2026-02-22,2122.87,1891477.17
INV00502,PRD0085,WH008,370,81,50,Normal,2026-03-10,2122.87,785461.9
INV00503,PRD0086,WH001,887,100,13,Normal,2026-02-23,572.8,508073.6
INV00504,PRD0086,WH002,6,100,13,Critical,2026-03-04,572.8,3436.8
INV00505,PRD0086,WH003,924,100,13,Normal,2026-03-01,572.8,529267.2
INV00506,PRD0086,WH004,653,100,13,Normal,2026-03-04,572.8,374038.4
INV00507,PRD0086,WH006,662,100,13,Normal,2026-02-11,572.8,379193.6
INV00508,PRD0086,WH007,944,100,13,Normal,2026-02-21,572.8,540723.2
INV00509,PRD0087,WH004,210,10,40,Normal,2026-03-04,513.11,107753.1
INV00510,PRD0087,WH005,708,10,40,Normal,2026-02-23,513.11,363281.88
INV00511,PRD0087,WH006,672,10,40,Normal,2026-02-12,513.11,344809.92
INV00512,PRD0087,WH007,500,10,40,Normal,2026-03-05,513.11,256555.0
INV00513,PRD0087,WH008,107,10,40,Normal,2026-02-25,513.11,54902.77
INV00514,PRD0088,WH001,254,57,41,Normal,2026-03-06,2801.65,711619.1
INV00515,PRD0088,WH003,462,57,41,Normal,2026-02-15,2801.65,1294362.3
INV00516,PRD0088,WH006,459,57,41,Normal,2026-02-14,2801.65,1285957.35
INV00517,PRD0088,WH007,738,57,41,Normal,2026-02-16,2801.65,2067617.7
INV00518,PRD0088,WH008,298,57,41,Normal,2026-02-17,2801.65,834891.7
INV00519,PRD0089,WH001,629,33,27,Normal,2026-03-02,1421.88,894362.52
INV00520,PRD0089,WH002,518,33,27,Normal,2026-03-10,1421.88,736533.84
INV00521,PRD0089,WH003,880,33,27,Normal,2026-02-10,1421.88,1251254.4
INV00522,PRD0089,WH005,299,33,27,Normal,2026-02-13,1421.88,425142.12
INV00523,PRD0089,WH006,550,33,27,Normal,2026-03-02,1421.88,782034.0
INV00524,PRD0089,WH007,655,33,27,Normal,2026-03-05,1421.88,931331.4
INV00525,PRD0089,WH008,770,33,27,Normal,2026-02-25,1421.88,1094847.6
INV00526,PRD0090,WH002,999,71,40,Normal,2026-03-02,739.72,738980.28
INV00527,PRD0090,WH003,274,71,40,Normal,2026-03-03,739.72,202683.28
INV00528,PRD0090,WH004,198,71,40,Normal,2026-02-26,739.72,146464.56
INV00529,PRD0090,WH005,206,71,40,Normal,2026-03-08,739.72,152382.32
INV00530,PRD0090,WH006,354,71,40,Normal,2026-02-17,739.72,261860.88
INV00531,PRD0090,WH007,506,71,40,Normal,2026-02-19,739.72,374298.32
INV00532,PRD0091,WH001,745,46,34,Normal,2026-03-11,2899.75,2160313.75
INV00533,PRD0091,WH002,412,46,34,Normal,2026-02-19,2899.75,1194697.0
INV00534,PRD0091,WH003,266,46,34,Normal,2026-03-05,2899.75,771333.5
INV00535,PRD0091,WH004,618,46,34,Normal,2026-02-14,2899.75,1792045.5
INV00536,PRD0091,WH005,4,46,34,Critical,2026-03-10,2899.75,11599.0
INV00537,PRD0091,WH006,338,46,34,Normal,2026-02-15,2899.75,980115.5
INV00538,PRD0091,WH008,919,46,34,Normal,2026-02-13,2899.75,2664870.25
INV00539,PRD0092,WH001,513,77,39,Normal,2026-02-11,2903.22,1489351.86
INV00540,PRD0092,WH005,923,77,39,Normal,2026-02-23,2903.22,2679672.06
INV00541,PRD0092,WH006,795,77,39,Normal,2026-03-07,2903.22,2308059.9
INV00542,PRD0093,WH001,15,12,27,Critical,2026-02-25,1516.4,22746.0
INV00543,PRD0093,WH002,309,12,27,Normal,2026-02-14,1516.4,468567.6
INV00544,PRD0093,WH005,226,12,27,Normal,2026-02-11,1516.4,342706.4
INV00545,PRD0093,WH008,996,12,27,Normal,2026-03-01,1516.4,1510334.4
INV00546,PRD0094,WH001,908,83,16,Normal,2026-02-21,2127.86,1932096.88
INV00547,PRD0094,WH002,524,83,16,Normal,2026-02-10,2127.86,1114998.64
INV00548,PRD0094,WH004,286,83,16,Normal,2026-02-20,2127.86,608567.96
INV00549,PRD0094,WH005,11,83,16,Critical,2026-02-17,2127.86,23406.46
INV00550,PRD0094,WH007,550,83,16,Normal,2026-02-27,2127.86,1170323.0
INV00551,PRD0095,WH002,512,42,17,Normal,2026-02-19,16.55,8473.6
INV00552,PRD0095,WH003,709,42,17,Normal,2026-02-24,16.55,11733.95
INV00553,PRD0095,WH004,629,42,17,Normal,2026-02-27,16.55,10409.95
INV00554,PRD0095,WH005,374,42,17,Normal,2026-02-28,16.55,6189.7
INV00555,PRD0095,WH006,73,42,17,Normal,2026-03-09,16.55,1208.15
INV00556,PRD0096,WH001,915,82,46,Normal,2026-02-21,610.31,558433.65
INV00557,PRD0096,WH003,930,82,46,Normal,2026-03-07,610.31,567588.3
INV00558,PRD0096,WH005,266,82,46,Normal,2026-02-17,610.31,162342.46
INV00559,PRD0096,WH006,880,82,46,Normal,2026-03-06,610.31,537072.8
INV00560,PRD0096,WH007,822,82,46,Normal,2026-02-18,610.31,501674.82
INV00561,PRD0097,WH001,793,82,16,Normal,2026-02-15,837.49,664129.57
INV00562,PRD0097,WH002,512,82,16,Normal,2026-02-19,837.49,428794.88
INV00563,PRD0097,WH003,187,82,16,Normal,2026-02-15,837.49,156610.63
INV00564,PRD0097,WH005,61,82,16,Low,2026-02-25,837.49,51086.89
INV00565,PRD0098,WH001,668,27,17,Normal,2026-03-08,152.7,102003.6
INV00566,PRD0098,WH004,506,27,17,Normal,2026-02-14,152.7,77266.2
INV00567,PRD0098,WH005,619,27,17,Normal,2026-02-23,152.7,94521.3
INV00568,PRD0098,WH007,982,27,17,Normal,2026-02-27,152.7,149951.4
INV00569,PRD0098,WH008,653,27,17,Normal,2026-03-06,152.7,99713.1
INV00570,PRD0099,WH001,713,60,26,Normal,2026-02-23,381.78,272209.14
INV00571,PRD0099,WH003,436,60,26,Normal,2026-02-23,381.78,166456.08
INV00572,PRD0099,WH004,101,60,26,Normal,2026-02-13,381.78,38559.78
INV00573,PRD0099,WH005,794,60,26,Normal,2026-02-27,381.78,303133.32
INV00574,PRD0099,WH008,66,60,26,Normal,2026-03-10,381.78,25197.48
INV00575,PRD0100,WH004,864,19,25,Normal,2026-03-09,1632.62,1410583.68
INV00576,PRD0100,WH005,595,19,25,Normal,2026-02-18,1632.62,971408.9
INV00577,PRD0100,WH006,667,19,25,Normal,2026-02-23,1632.62,1088957.54
