Date,Day,Month,Month_Name,Month_Short,Quarter,Quarter_No,Year,Year_Month,Week_No,Day_Name,Day_of_Week,Is_Weekend,Financial_Year
2024-10-19,19,10,October,Oct,Q4,4,2024,2024-10,42,Saturday,6,Yes,FY2024
2024-10-20,20,10,October,Oct,Q4,4,2024,2024-10,42,Sunday,7,Yes,FY2024
2024-10-21,21,10,October,Oct,Q4,4,2024,2024-10,43,Monday,1,No,FY2024
2024-10-22,22,10,October,Oct,Q4,4,2024,2024-10,43,Tuesday,2,No,FY2024
2024-10-23,23,10,October,Oct,Q4,4,2024,2024-10,43,Wednesday,3,No,FY2024
2024-10-24,24,10,October,Oct,Q4,4,2024,2024-10,43,Thursday,4,No,FY2024
2024-10-25,25,10,October,Oct,Q4,4,2024,2024-10,43,Friday,5,No,FY2024
2024-10-26,26,10,October,Oct,Q4,4,2024,2024-10,43,Saturday,6,Yes,FY2024
2024-10-27,27,10,October,Oct,Q4,4,2024,2024-10,43,Sunday,7,Yes,FY2024
2024-10-28,28,10,October,Oct,Q4,4,2024,2024-10,44,Monday,1,No,FY2024
2024-10-29,29,10,October,Oct,Q4,4,2024,2024-10,44,Tuesday,2,No,FY2024
2024-10-30,30,10,October,Oct,Q4,4,2024,2024-10,44,Wednesday,3,No,FY2024
2024-10-31,31,10,October,Oct,Q4,4,2024,2024-10,44,Thursday,4,No,FY2024
2024-11-01,1,11,November,Nov,Q4,4,2024,2024-11,44,Friday,5,No,FY2024
2024-11-02,2,11,November,Nov,Q4,4,2024,2024-11,44,Saturday,6,Yes,FY2024
2024-11-03,3,11,November,Nov,Q4,4,2024,2024-11,44,Sunday,7,Yes,FY2024
2024-11-04,4,11,November,Nov,Q4,4,2024,2024-11,45,Monday,1,No,FY2024
2024-11-05,5,11,November,Nov,Q4,4,2024,2024-11,45,Tuesday,2,No,FY2024
2024-11-06,6,11,November,Nov,Q4,4,2024,2024-11,45,Wednesday,3,No,FY2024
2024-11-07,7,11,November,Nov,Q4,4,2024,2024-11,45,Thursday,4,No,FY2024
2024-11-08,8,11,November,Nov,Q4,4,2024,2024-11,45,Friday,5,No,FY2024
2024-11-09,9,11,November,Nov,Q4,4,2024,2024-11,45,Saturday,6,Yes,FY2024
2024-11-10,10,11,November,Nov,Q4,4,2024,2024-11,45,Sunday,7,Yes,FY2024
2024-11-11,11,11,November,Nov,Q4,4,2024,2024-11,46,Monday,1,No,FY2024
2024-11-12,12,11,November,Nov,Q4,4,2024,2024-11,46,Tuesday,2,No,FY2024
2024-11-13,13,11,November,Nov,Q4,4,2024,2024-11,46,Wednesday,3,No,FY2024
2024-11-14,14,11,November,Nov,Q4,4,2024,2024-11,46,Thursday,4,No,FY2024
2024-11-15,15,11,November,Nov,Q4,4,2024,2024-11,46,Friday,5,No,FY2024
2024-11-16,16,11,November,Nov,Q4,4,2024,2024-11,46,Saturday,6,Yes,FY2024
2024-11-17,17,11,November,Nov,Q4,4,2024,2024-11,46,Sunday,7,Yes,FY2024
2024-11-18,18,11,November,Nov,Q4,4,2024,2024-11,47,Monday,1,No,FY2024
2024-11-19,19,11,November,Nov,Q4,4,2024,2024-11,47,Tuesday,2,No,FY2024
2024-11-20,20,11,November,Nov,Q4,4,2024,2024-11,47,Wednesday,3,No,FY2024
2024-11-21,21,11,November,Nov,Q4,4,2024,2024-11,47,Thursday,4,No,FY2024
2024-11-22,22,11,November,Nov,Q4,4,2024,2024-11,47,Friday,5,No,FY2024
2024-11-23,23,11,November,Nov,Q4,4,2024,2024-11,47,Saturday,6,Yes,FY2024
2024-11-24,24,11,November,Nov,Q4,4,2024,2024-11,47,Sunday,7,Yes,FY2024
2024-11-25,25,11,November,Nov,Q4,4,2024,2024-11,48,Monday,1,No,FY2024
2024-11-26,26,11,November,Nov,Q4,4,2024,2024-11,48,Tuesday,2,No,FY2024
2024-11-27,27,11,November,Nov,Q4,4,2024,2024-11,48,Wednesday,3,No,FY2024
2024-11-28,28,11,November,Nov,Q4,4,2024,2024-11,48,Thursday,4,No,FY2024
2024-11-29,29,11,November,Nov,Q4,4,2024,2024-11,48,Friday,5,No,FY2024
2024-11-30,30,11,November,Nov,Q4,4,2024,2024-11,48,Saturday,6,Yes,FY2024
2024-12-01,1,12,December,Dec,Q4,4,2024,2024-12,48,Sunday,7,Yes,FY2024
2024-12-02,2,12,December,Dec,Q4,4,2024,2024-12,49,Monday,1,No,FY2024
2024-12-03,3,12,December,Dec,Q4,4,2024,2024-12,49,Tuesday,2,No,FY2024
2024-12-04,4,12,December,Dec,Q4,4,2024,2024-12,49,Wednesday,3,No,FY2024
2024-12-05,5,12,December,Dec,Q4,4,2024,2024-12,49,Thursday,4,No,FY2024
2024-12-06,6,12,December,Dec,Q4,4,2024,2024-12,49,Friday,5,No,FY2024
2024-12-07,7,12,December,Dec,Q4,4,2024,2024-12,49,Saturday,6,Yes,FY2024
2024-12-08,8,12,December,Dec,Q4,4,2024,2024-12,49,Sunday,7,Yes,FY2024
2024-12-09,9,12,December,Dec,Q4,4,2024,2024-12,50,Monday,1,No,FY2024
2024-12-10,10,12,December,Dec,Q4,4,2024,2024-12,50,Tuesday,2,No,FY2024
2024-12-11,11,12,December,Dec,Q4,4,2024,2024-12,50,Wednesday,3,No,FY2024
2024-12-12,12,12,December,Dec,Q4,4,2024,2024-12,50,Thursday,4,No,FY2024
2024-12-13,13,12,December,Dec,Q4,4,2024,2024-12,50,Friday,5,No,FY2024
2024-12-14,14,12,December,Dec,Q4,4,2024,2024-12,50,Saturday,6,Yes,FY2024
2024-12-15,15,12,December,Dec,Q4,4,2024,2024-12,50,Sunday,7,Yes,FY2024
2024-12-16,16,12,December,Dec,Q4,4,2024,2024-12,51,Monday,1,No,FY2024
2024-12-17,17,12,December,Dec,Q4,4,2024,2024-12,51,Tuesday,2,No,FY2024
2024-12-18,18,12,December,Dec,Q4,4,2024,2024-12,51,Wednesday,3,No,FY2024
2024-12-19,19,12,December,Dec,Q4,4,2024,2024-12,51,Thursday,4,No,FY2024
2024-12-20,20,12,December,Dec,Q4,4,2024,2024-12,51,Friday,5,No,FY2024
2024-12-21,21,12,December,Dec,Q4,4,2024,2024-12,51,Saturday,6,Yes,FY2024
2024-12-22,22,12,December,Dec,Q4,4,2024,2024-12,51,Sunday,7,Yes,FY2024
2024-12-23,23,12,December,Dec,Q4,4,2024,2024-12,52,Monday,1,No,FY2024
2024-12-24,24,12,December,Dec,Q4,4,2024,2024-12,52,Tuesday,2,No,FY2024
2024-12-25,25,12,December,Dec,Q4,4,2024,2024-12,52,Wednesday,3,No,FY2024
2024-12-26,26,12,December,Dec,Q4,4,2024,2024-12,52,Thursday,4,No,FY2024
2024-12-27,27,12,December,Dec,Q4,4,2024,2024-12,52,Friday,5,No,FY2024
2024-12-28,28,12,December,Dec,Q4,4,2024,2024-12,52,Saturday,6,Yes,FY2024
2024-12-29,29,12,December,Dec,Q4,4,2024,2024-12,52,Sunday,7,Yes,FY2024
2024-12-30,30,12,December,Dec,Q4,4,2024,2024-12,1,Monday,1,No,FY2024
2024-12-31,31,12,December,Dec,Q4,4,2024,2024-12,1,Tuesday,2,No,FY2024
2025-01-01,1,1,January,Jan,Q1,1,2025,2025-01,1,Wednesday,3,No,FY2024
2025-01-02,2,1,January,Jan,Q1,1,2025,2025-01,1,Thursday,4,No,FY2024
2025-01-03,3,1,January,Jan,Q1,1,2025,2025-01,1,Friday,5,No,FY2024
2025-01-04,4,1,January,Jan,Q1,1,2025,2025-01,1,Saturday,6,Yes,FY2024
2025-01-05,5,1,January,Jan,Q1,1,2025,2025-01,1,Sunday,7,Yes,FY2024
2025-01-06,6,1,January,Jan,Q1,1,2025,2025-01,2,Monday,1,No,FY2024
2025-01-07,7,1,January,Jan,Q1,1,2025,2025-01,2,Tuesday,2,No,FY2024
2025-01-08,8,1,January,Jan,Q1,1,2025,2025-01,2,Wednesday,3,No,FY2024
2025-01-09,9,1,January,Jan,Q1,1,2025,2025-01,2,Thursday,4,No,FY2024
2025-01-10,10,1,January,Jan,Q1,1,2025,2025-01,2,Friday,5,No,FY2024
2025-01-11,11,1,January,Jan,Q1,1,2025,2025-01,2,Saturday,6,Yes,FY2024
2025-01-12,12,1,January,Jan,Q1,1,2025,2025-01,2,Sunday,7,Yes,FY2024
2025-01-13,13,1,January,Jan,Q1,1,2025,2025-01,3,Monday,1,No,FY2024
2025-01-14,14,1,January,Jan,Q1,1,2025,2025-01,3,Tuesday,2,No,FY2024
2025-01-15,15,1,January,Jan,Q1,1,2025,2025-01,3,Wednesday,3,No,FY2024
2025-01-16,16,1,January,Jan,Q1,1,2025,2025-01,3,Thursday,4,No,FY2024
2025-01-17,17,1,January,Jan,Q1,1,2025,2025-01,3,Friday,5,No,FY2024
2025-01-18,18,1,January,Jan,Q1,1,2025,2025-01,3,Saturday,6,Yes,FY2024
2025-01-19,19,1,January,Jan,Q1,1,2025,2025-01,3,Sunday,7,Yes,FY2024
2025-01-20,20,1,January,Jan,Q1,1,2025,2025-01,4,Monday,1,No,FY2024
2025-01-21,21,1,January,Jan,Q1,1,2025,2025-01,4,Tuesday,2,No,FY2024
2025-01-22,22,1,January,Jan,Q1,1,2025,2025-01,4,Wednesday,3,No,FY2024
2025-01-23,23,1,January,Jan,Q1,1,2025,2025-01,4,Thursday,4,No,FY2024
2025-01-24,24,1,January,Jan,Q1,1,2025,2025-01,4,Friday,5,No,FY2024
2025-01-25,25,1,January,Jan,Q1,1,2025,2025-01,4,Saturday,6,Yes,FY2024
2025-01-26,26,1,January,Jan,Q1,1,2025,2025-01,4,Sunday,7,Yes,FY2024
2025-01-27,27,1,January,Jan,Q1,1,2025,2025-01,5,Monday,1,No,FY2024
2025-01-28,28,1,January,Jan,Q1,1,2025,2025-01,5,Tuesday,2,No,FY2024
2025-01-29,29,1,January,Jan,Q1,1,2025,2025-01,5,Wednesday,3,No,FY2024
2025-01-30,30,1,January,Jan,Q1,1,2025,2025-01,5,Thursday,4,No,FY2024
2025-01-31,31,1,January,Jan,Q1,1,2025,2025-01,5,Friday,5,No,FY2024
2025-02-01,1,2,February,Feb,Q1,1,2025,2025-02,5,Saturday,6,Yes,FY2024
2025-02-02,2,2,February,Feb,Q1,1,2025,2025-02,5,Sunday,7,Yes,FY2024
2025-02-03,3,2,February,Feb,Q1,1,2025,2025-02,6,Monday,1,No,FY2024
2025-02-04,4,2,February,Feb,Q1,1,2025,2025-02,6,Tuesday,2,No,FY2024
2025-02-05,5,2,February,Feb,Q1,1,2025,2025-02,6,Wednesday,3,No,FY2024
2025-02-06,6,2,February,Feb,Q1,1,2025,2025-02,6,Thursday,4,No,FY2024
2025-02-07,7,2,February,Feb,Q1,1,2025,2025-02,6,Friday,5,No,FY2024
2025-02-08,8,2,February,Feb,Q1,1,2025,2025-02,6,Saturday,6,Yes,FY2024
2025-02-09,9,2,February,Feb,Q1,1,2025,2025-02,6,Sunday,7,Yes,FY2024
2025-02-10,10,2,February,Feb,Q1,1,2025,2025-02,7,Monday,1,No,FY2024
2025-02-11,11,2,February,Feb,Q1,1,2025,2025-02,7,Tuesday,2,No,FY2024
2025-02-12,12,2,February,Feb,Q1,1,2025,2025-02,7,Wednesday,3,No,FY2024
2025-02-13,13,2,February,Feb,Q1,1,2025,2025-02,7,Thursday,4,No,FY2024
2025-02-14,14,2,February,Feb,Q1,1,2025,2025-02,7,Friday,5,No,FY2024
2025-02-15,15,2,February,Feb,Q1,1,2025,2025-02,7,Saturday,6,Yes,FY2024
2025-02-16,16,2,February,Feb,Q1,1,2025,2025-02,7,Sunday,7,Yes,FY2024
2025-02-17,17,2,February,Feb,Q1,1,2025,2025-02,8,Monday,1,No,FY2024
2025-02-18,18,2,February,Feb,Q1,1,2025,2025-02,8,Tuesday,2,No,FY2024
2025-02-19,19,2,February,Feb,Q1,1,2025,2025-02,8,Wednesday,3,No,FY2024
2025-02-20,20,2,February,Feb,Q1,1,2025,2025-02,8,Thursday,4,No,FY2024
2025-02-21,21,2,February,Feb,Q1,1,2025,2025-02,8,Friday,5,No,FY2024
2025-02-22,22,2,February,Feb,Q1,1,2025,2025-02,8,Saturday,6,Yes,FY2024
2025-02-23,23,2,February,Feb,Q1,1,2025,2025-02,8,Sunday,7,Yes,FY2024
2025-02-24,24,2,February,Feb,Q1,1,2025,2025-02,9,Monday,1,No,FY2024
2025-02-25,25,2,February,Feb,Q1,1,2025,2025-02,9,Tuesday,2,No,FY2024
2025-02-26,26,2,February,Feb,Q1,1,2025,2025-02,9,Wednesday,3,No,FY2024
2025-02-27,27,2,February,Feb,Q1,1,2025,2025-02,9,Thursday,4,No,FY2024
2025-02-28,28,2,February,Feb,Q1,1,2025,2025-02,9,Friday,5,No,FY2024
2025-03-01,1,3,March,Mar,Q1,1,2025,2025-03,9,Saturday,6,Yes,FY2024
2025-03-02,2,3,March,Mar,Q1,1,2025,2025-03,9,Sunday,7,Yes,FY2024
2025-03-03,3,3,March,Mar,Q1,1,2025,2025-03,10,Monday,1,No,FY2024
2025-03-04,4,3,March,Mar,Q1,1,2025,2025-03,10,Tuesday,2,No,FY2024
2025-03-05,5,3,March,Mar,Q1,1,2025,2025-03,10,Wednesday,3,No,FY2024
2025-03-06,6,3,March,Mar,Q1,1,2025,2025-03,10,Thursday,4,No,FY2024
2025-03-07,7,3,March,Mar,Q1,1,2025,2025-03,10,Friday,5,No,FY2024
2025-03-08,8,3,March,Mar,Q1,1,2025,2025-03,10,Saturday,6,Yes,FY2024
2025-03-09,9,3,March,Mar,Q1,1,2025,2025-03,10,Sunday,7,Yes,FY2024
2025-03-10,10,3,March,Mar,Q1,1,2025,2025-03,11,Monday,1,No,FY2024
2025-03-11,11,3,March,Mar,Q1,1,2025,2025-03,11,Tuesday,2,No,FY2024
2025-03-12,12,3,March,Mar,Q1,1,2025,2025-03,11,Wednesday,3,No,FY2024
2025-03-13,13,3,March,Mar,Q1,1,2025,2025-03,11,Thursday,4,No,FY2024
2025-03-14,14,3,March,Mar,Q1,1,2025,2025-03,11,Friday,5,No,FY2024
2025-03-15,15,3,March,Mar,Q1,1,2025,2025-03,11,Saturday,6,Yes,FY2024
2025-03-16,16,3,March,Mar,Q1,1,2025,2025-03,11,Sunday,7,Yes,FY2024
2025-03-17,17,3,March,Mar,Q1,1,2025,2025-03,12,Monday,1,No,FY2024
2025-03-18,18,3,March,Mar,Q1,1,2025,2025-03,12,Tuesday,2,No,FY2024
2025-03-19,19,3,March,Mar,Q1,1,2025,2025-03,12,Wednesday,3,No,FY2024
2025-03-20,20,3,March,Mar,Q1,1,2025,2025-03,12,Thursday,4,No,FY2024
2025-03-21,21,3,March,Mar,Q1,1,2025,2025-03,12,Friday,5,No,FY2024
2025-03-22,22,3,March,Mar,Q1,1,2025,2025-03,12,Saturday,6,Yes,FY2024
2025-03-23,23,3,March,Mar,Q1,1,2025,2025-03,12,Sunday,7,Yes,FY2024
2025-03-24,24,3,March,Mar,Q1,1,2025,2025-03,13,Monday,1,No,FY2024
2025-03-25,25,3,March,Mar,Q1,1,2025,2025-03,13,Tuesday,2,No,FY2024
2025-03-26,26,3,March,Mar,Q1,1,2025,2025-03,13,Wednesday,3,No,FY2024
2025-03-27,27,3,March,Mar,Q1,1,2025,2025-03,13,Thursday,4,No,FY2024
2025-03-28,28,3,March,Mar,Q1,1,2025,2025-03,13,Friday,5,No,FY2024
2025-03-29,29,3,March,Mar,Q1,1,2025,2025-03,13,Saturday,6,Yes,FY2024
2025-03-30,30,3,March,Mar,Q1,1,2025,2025-03,13,Sunday,7,Yes,FY2024
2025-03-31,31,3,March,Mar,Q1,1,2025,2025-03,14,Monday,1,No,FY2024
2025-04-01,1,4,April,Apr,Q2,2,2025,2025-04,14,Tuesday,2,No,FY2025
2025-04-02,2,4,April,Apr,Q2,2,2025,2025-04,14,Wednesday,3,No,FY2025
2025-04-03,3,4,April,Apr,Q2,2,2025,2025-04,14,Thursday,4,No,FY2025
2025-04-04,4,4,April,Apr,Q2,2,2025,2025-04,14,Friday,5,No,FY2025
2025-04-05,5,4,April,Apr,Q2,2,2025,2025-04,14,Saturday,6,Yes,FY2025
2025-04-06,6,4,April,Apr,Q2,2,2025,2025-04,14,Sunday,7,Yes,FY2025
2025-04-07,7,4,April,Apr,Q2,2,2025,2025-04,15,Monday,1,No,FY2025
2025-04-08,8,4,April,Apr,Q2,2,2025,2025-04,15,Tuesday,2,No,FY2025
2025-04-09,9,4,April,Apr,Q2,2,2025,2025-04,15,Wednesday,3,No,FY2025
2025-04-10,10,4,April,Apr,Q2,2,2025,2025-04,15,Thursday,4,No,FY2025
2025-04-11,11,4,April,Apr,Q2,2,2025,2025-04,15,Friday,5,No,FY2025
2025-04-12,12,4,April,Apr,Q2,2,2025,2025-04,15,Saturday,6,Yes,FY2025
2025-04-13,13,4,April,Apr,Q2,2,2025,2025-04,15,Sunday,7,Yes,FY2025
2025-04-14,14,4,April,Apr,Q2,2,2025,2025-04,16,Monday,1,No,FY2025
2025-04-15,15,4,April,Apr,Q2,2,2025,2025-04,16,Tuesday,2,No,FY2025
2025-04-16,16,4,April,Apr,Q2,2,2025,2025-04,16,Wednesday,3,No,FY2025
2025-04-17,17,4,April,Apr,Q2,2,2025,2025-04,16,Thursday,4,No,FY2025
2025-04-18,18,4,April,Apr,Q2,2,2025,2025-04,16,Friday,5,No,FY2025
2025-04-19,19,4,April,Apr,Q2,2,2025,2025-04,16,Saturday,6,Yes,FY2025
2025-04-20,20,4,April,Apr,Q2,2,2025,2025-04,16,Sunday,7,Yes,FY2025
2025-04-21,21,4,April,Apr,Q2,2,2025,2025-04,17,Monday,1,No,FY2025
2025-04-22,22,4,April,Apr,Q2,2,2025,2025-04,17,Tuesday,2,No,FY2025
2025-04-23,23,4,April,Apr,Q2,2,2025,2025-04,17,Wednesday,3,No,FY2025
2025-04-24,24,4,April,Apr,Q2,2,2025,2025-04,17,Thursday,4,No,FY2025
2025-04-25,25,4,April,Apr,Q2,2,2025,2025-04,17,Friday,5,No,FY2025
2025-04-26,26,4,April,Apr,Q2,2,2025,2025-04,17,Saturday,6,Yes,FY2025
2025-04-27,27,4,April,Apr,Q2,2,2025,2025-04,17,Sunday,7,Yes,FY2025
2025-04-28,28,4,April,Apr,Q2,2,2025,2025-04,18,Monday,1,No,FY2025
2025-04-29,29,4,April,Apr,Q2,2,2025,2025-04,18,Tuesday,2,No,FY2025
2025-04-30,30,4,April,Apr,Q2,2,2025,2025-04,18,Wednesday,3,No,FY2025
2025-05-01,1,5,May,May,Q2,2,2025,2025-05,18,Thursday,4,No,FY2025
2025-05-02,2,5,May,May,Q2,2,2025,2025-05,18,Friday,5,No,FY2025
2025-05-03,3,5,May,May,Q2,2,2025,2025-05,18,Saturday,6,Yes,FY2025
2025-05-04,4,5,May,May,Q2,2,2025,2025-05,18,Sunday,7,Yes,FY2025
2025-05-05,5,5,May,May,Q2,2,2025,2025-05,19,Monday,1,No,FY2025
2025-05-06,6,5,May,May,Q2,2,2025,2025-05,19,Tuesday,2,No,FY2025
2025-05-07,7,5,May,May,Q2,2,2025,2025-05,19,Wednesday,3,No,FY2025
2025-05-08,8,5,May,May,Q2,2,2025,2025-05,19,Thursday,4,No,FY2025
2025-05-09,9,5,May,May,Q2,2,2025,2025-05,19,Friday,5,No,FY2025
2025-05-10,10,5,May,May,Q2,2,2025,2025-05,19,Saturday,6,Yes,FY2025
2025-05-11,11,5,May,May,Q2,2,2025,2025-05,19,Sunday,7,Yes,FY2025
2025-05-12,12,5,May,May,Q2,2,2025,2025-05,20,Monday,1,No,FY2025
2025-05-13,13,5,May,May,Q2,2,2025,2025-05,20,Tuesday,2,No,FY2025
2025-05-14,14,5,May,May,Q2,2,2025,2025-05,20,Wednesday,3,No,FY2025
2025-05-15,15,5,May,May,Q2,2,2025,2025-05,20,Thursday,4,No,FY2025
2025-05-16,16,5,May,May,Q2,2,2025,2025-05,20,Friday,5,No,FY2025
2025-05-17,17,5,May,May,Q2,2,2025,2025-05,20,Saturday,6,Yes,FY2025
2025-05-18,18,5,May,May,Q2,2,2025,2025-05,20,Sunday,7,Yes,FY2025
2025-05-19,19,5,May,May,Q2,2,2025,2025-05,21,Monday,1,No,FY2025
2025-05-20,20,5,May,May,Q2,2,2025,2025-05,21,Tuesday,2,No,FY2025
2025-05-21,21,5,May,May,Q2,2,2025,2025-05,21,Wednesday,3,No,FY2025
2025-05-22,22,5,May,May,Q2,2,2025,2025-05,21,Thursday,4,No,FY2025
2025-05-23,23,5,May,May,Q2,2,2025,2025-05,21,Friday,5,No,FY2025
2025-05-24,24,5,May,May,Q2,2,2025,2025-05,21,Saturday,6,Yes,FY2025
2025-05-25,25,5,May,May,Q2,2,2025,2025-05,21,Sunday,7,Yes,FY2025
2025-05-26,26,5,May,May,Q2,2,2025,2025-05,22,Monday,1,No,FY2025
2025-05-27,27,5,May,May,Q2,2,2025,2025-05,22,Tuesday,2,No,FY2025
2025-05-28,28,5,May,May,Q2,2,2025,2025-05,22,Wednesday,3,No,FY2025
2025-05-29,29,5,May,May,Q2,2,2025,2025-05,22,Thursday,4,No,FY2025
2025-05-30,30,5,May,May,Q2,2,2025,2025-05,22,Friday,5,No,FY2025
2025-05-31,31,5,May,May,Q2,2,2025,2025-05,22,Saturday,6,Yes,FY2025
2025-06-01,1,6,June,Jun,Q2,2,2025,2025-06,22,Sunday,7,Yes,FY2025
2025-06-02,2,6,June,Jun,Q2,2,2025,2025-06,23,Monday,1,No,FY2025
2025-06-03,3,6,June,Jun,Q2,2,2025,2025-06,23,Tuesday,2,No,FY2025
2025-06-04,4,6,June,Jun,Q2,2,2025,2025-06,23,Wednesday,3,No,FY2025
2025-06-05,5,6,June,Jun,Q2,2,2025,2025-06,23,Thursday,4,No,FY2025
2025-06-06,6,6,June,Jun,Q2,2,2025,2025-06,23,Friday,5,No,FY2025
2025-06-07,7,6,June,Jun,Q2,2,2025,2025-06,23,Saturday,6,Yes,FY2025
2025-06-08,8,6,June,Jun,Q2,2,2025,2025-06,23,Sunday,7,Yes,FY2025
2025-06-09,9,6,June,Jun,Q2,2,2025,2025-06,24,Monday,1,No,FY2025
2025-06-10,10,6,June,Jun,Q2,2,2025,2025-06,24,Tuesday,2,No,FY2025
2025-06-11,11,6,June,Jun,Q2,2,2025,2025-06,24,Wednesday,3,No,FY2025
2025-06-12,12,6,June,Jun,Q2,2,2025,2025-06,24,Thursday,4,No,FY2025
2025-06-13,13,6,June,Jun,Q2,2,2025,2025-06,24,Friday,5,No,FY2025
2025-06-14,14,6,June,Jun,Q2,2,2025,2025-06,24,Saturday,6,Yes,FY2025
2025-06-15,15,6,June,Jun,Q2,2,2025,2025-06,24,Sunday,7,Yes,FY2025
2025-06-16,16,6,June,Jun,Q2,2,2025,2025-06,25,Monday,1,No,FY2025
2025-06-17,17,6,June,Jun,Q2,2,2025,2025-06,25,Tuesday,2,No,FY2025
2025-06-18,18,6,June,Jun,Q2,2,2025,2025-06,25,Wednesday,3,No,FY2025
2025-06-19,19,6,June,Jun,Q2,2,2025,2025-06,25,Thursday,4,No,FY2025
2025-06-20,20,6,June,Jun,Q2,2,2025,2025-06,25,Friday,5,No,FY2025
2025-06-21,21,6,June,Jun,Q2,2,2025,2025-06,25,Saturday,6,Yes,FY2025
2025-06-22,22,6,June,Jun,Q2,2,2025,2025-06,25,Sunday,7,Yes,FY2025
2025-06-23,23,6,June,Jun,Q2,2,2025,2025-06,26,Monday,1,No,FY2025
2025-06-24,24,6,June,Jun,Q2,2,2025,2025-06,26,Tuesday,2,No,FY2025
2025-06-25,25,6,June,Jun,Q2,2,2025,2025-06,26,Wednesday,3,No,FY2025
2025-06-26,26,6,June,Jun,Q2,2,2025,2025-06,26,Thursday,4,No,FY2025
2025-06-27,27,6,June,Jun,Q2,2,2025,2025-06,26,Friday,5,No,FY2025
2025-06-28,28,6,June,Jun,Q2,2,2025,2025-06,26,Saturday,6,Yes,FY2025
2025-06-29,29,6,June,Jun,Q2,2,2025,2025-06,26,Sunday,7,Yes,FY2025
2025-06-30,30,6,June,Jun,Q2,2,2025,2025-06,27,Monday,1,No,FY2025
2025-07-01,1,7,July,Jul,Q3,3,2025,2025-07,27,Tuesday,2,No,FY2025
2025-07-02,2,7,July,Jul,Q3,3,2025,2025-07,27,Wednesday,3,No,FY2025
2025-07-03,3,7,July,Jul,Q3,3,2025,2025-07,27,Thursday,4,No,FY2025
2025-07-04,4,7,July,Jul,Q3,3,2025,2025-07,27,Friday,5,No,FY2025
2025-07-05,5,7,July,Jul,Q3,3,2025,2025-07,27,Saturday,6,Yes,FY2025
2025-07-06,6,7,July,Jul,Q3,3,2025,2025-07,27,Sunday,7,Yes,FY2025
2025-07-07,7,7,July,Jul,Q3,3,2025,2025-07,28,Monday,1,No,FY2025
2025-07-08,8,7,July,Jul,Q3,3,2025,2025-07,28,Tuesday,2,No,FY2025
2025-07-09,9,7,July,Jul,Q3,3,2025,2025-07,28,Wednesday,3,No,FY2025
2025-07-10,10,7,July,Jul,Q3,3,2025,2025-07,28,Thursday,4,No,FY2025
2025-07-11,11,7,July,Jul,Q3,3,2025,2025-07,28,Friday,5,No,FY2025
2025-07-12,12,7,July,Jul,Q3,3,2025,2025-07,28,Saturday,6,Yes,FY2025
2025-07-13,13,7,July,Jul,Q3,3,2025,2025-07,28,Sunday,7,Yes,FY2025
2025-07-14,14,7,July,Jul,Q3,3,2025,2025-07,29,Monday,1,No,FY2025
2025-07-15,15,7,July,Jul,Q3,3,2025,2025-07,29,Tuesday,2,No,FY2025
2025-07-16,16,7,July,Jul,Q3,3,2025,2025-07,29,Wednesday,3,No,FY2025
2025-07-17,17,7,July,Jul,Q3,3,2025,2025-07,29,Thursday,4,No,FY2025
2025-07-18,18,7,July,Jul,Q3,3,2025,2025-07,29,Friday,5,No,FY2025
2025-07-19,19,7,July,Jul,Q3,3,2025,2025-07,29,Saturday,6,Yes,FY2025
2025-07-20,20,7,July,Jul,Q3,3,2025,2025-07,29,Sunday,7,Yes,FY2025
2025-07-21,21,7,July,Jul,Q3,3,2025,2025-07,30,Monday,1,No,FY2025
2025-07-22,22,7,July,Jul,Q3,3,2025,2025-07,30,Tuesday,2,No,FY2025
2025-07-23,23,7,July,Jul,Q3,3,2025,2025-07,30,Wednesday,3,No,FY2025
2025-07-24,24,7,July,Jul,Q3,3,2025,2025-07,30,Thursday,4,No,FY2025
2025-07-25,25,7,July,Jul,Q3,3,2025,2025-07,30,Friday,5,No,FY2025
2025-07-26,26,7,July,Jul,Q3,3,2025,2025-07,30,Saturday,6,Yes,FY2025
2025-07-27,27,7,July,Jul,Q3,3,2025,2025-07,30,Sunday,7,Yes,FY2025
2025-07-28,28,7,July,Jul,Q3,3,2025,2025-07,31,Monday,1,No,FY2025
2025-07-29,29,7,July,Jul,Q3,3,2025,2025-07,31,Tuesday,2,No,FY2025
2025-07-30,30,7,July,Jul,Q3,3,2025,2025-07,31,Wednesday,3,No,FY2025
2025-07-31,31,7,July,Jul,Q3,3,2025,2025-07,31,Thursday,4,No,FY2025
2025-08-01,1,8,August,Aug,Q3,3,2025,2025-08,31,Friday,5,No,FY2025
2025-08-02,2,8,August,Aug,Q3,3,2025,2025-08,31,Saturday,6,Yes,FY2025
2025-08-03,3,8,August,Aug,Q3,3,2025,2025-08,31,Sunday,7,Yes,FY2025
2025-08-04,4,8,August,Aug,Q3,3,2025,2025-08,32,Monday,1,No,FY2025
2025-08-05,5,8,August,Aug,Q3,3,2025,2025-08,32,Tuesday,2,No,FY2025
2025-08-06,6,8,August,Aug,Q3,3,2025,2025-08,32,Wednesday,3,No,FY2025
2025-08-07,7,8,August,Aug,Q3,3,2025,2025-08,32,Thursday,4,No,FY2025
2025-08-08,8,8,August,Aug,Q3,3,2025,2025-08,32,Friday,5,No,FY2025
