Shipment_ID,Order_ID,Carrier,Ship_Mode,Ship_Date,Expected_Delivery,Actual_Delivery,Shipping_Cost,Weight_KG,Status,On_Time,Delay_Days
SHP00243,SO00351,Ecom Express,Road,2026-03-04,2026-03-05,2026-03-11,132.19,232.37,Delivered,No,6
SHP00244,SO00352,XpressBees,Air,2025-05-31,2025-06-07,2025-06-09,690.18,132.0,Delivered,No,2
SHP00245,SO00354,Delhivery,Air,2025-10-19,2025-11-01,2025-11-07,1146.73,308.18,Delivered,No,6
SHP00246,SO00355,FedEx,Sea,2025-06-28,2025-07-02,2025-07-08,365.39,140.14,Delivered,No,6
SHP00247,SO00357,XpressBees,Rail,2025-03-24,2025-03-22,2025-03-21,1490.42,135.59,Delivered,Yes,0
SHP00248,SO00360,Blue Dart,Air,2025-11-07,2025-11-07,2025-11-14,1173.82,87.57,Delivered,No,7
SHP00249,SO00361,DHL,Sea,2026-02-24,2026-03-05,2026-03-06,1483.29,420.23,Delivered,No,1
SHP00250,SO00363,DTDC,Road,2025-06-13,2025-06-24,2025-06-29,1665.05,278.95,Delivered,No,5
SHP00251,SO00364,Ecom Express,Air,2026-01-04,2026-01-13,2026-01-14,940.82,10.82,Delivered,No,1
SHP00252,SO00366,Delhivery,Sea,2025-05-08,2025-05-07,2025-05-06,1734.92,482.23,Delivered,Yes,0
SHP00253,SO00367,Ecom Express,Rail,2025-05-03,2025-05-07,,676.94,73.86,Shipped,No,0
SHP00254,SO00368,Delhivery,Road,2025-06-12,2025-06-12,2025-06-17,720.49,409.73,Delivered,No,5
SHP00255,SO00369,Ecom Express,Rail,2026-03-14,2026-03-16,2026-03-15,872.25,12.73,Delivered,Yes,0
SHP00256,SO00370,Ecom Express,Rail,2025-10-22,2025-10-27,2025-10-29,1645.0,364.6,Delivered,No,2
SHP00257,SO00372,FedEx,Air,2026-01-08,2026-01-20,2026-01-25,1404.4,281.28,Delivered,No,5
SHP00258,SO00375,DHL,Road,2025-05-06,2025-05-07,2025-05-13,1721.52,136.96,Delivered,No,6
SHP00259,SO00377,DHL,Rail,2026-03-10,2026-03-14,2026-03-12,1308.77,341.94,Delivered,Yes,0
SHP00260,SO00378,XpressBees,Sea,2025-10-27,2025-11-01,,122.48,68.14,Shipped,No,0
SHP00261,SO00379,Blue Dart,Air,2025-04-18,2025-04-22,2025-04-21,1400.61,196.88,Delivered,Yes,0
SHP00262,SO00381,Ecom Express,Sea,2025-06-27,2025-07-03,2025-07-03,651.12,135.02,Delivered,Yes,0
SHP00263,SO00382,DTDC,Air,2025-08-12,2025-08-20,2025-08-20,1880.57,404.5,Delivered,Yes,0
SHP00264,SO00383,DTDC,Sea,2025-10-22,2025-11-03,,1683.39,266.56,Shipped,No,0
SHP00265,SO00384,DTDC,Rail,2026-02-08,2026-02-16,2026-02-23,803.36,476.35,Delivered,No,7
SHP00266,SO00385,FedEx,Road,2025-05-02,2025-05-08,2025-05-08,906.96,334.85,Delivered,Yes,0
SHP00267,SO00386,Delhivery,Air,2025-08-18,2025-08-25,2025-08-23,234.26,392.31,Delivered,Yes,0
SHP00268,SO00387,FedEx,Air,2025-09-24,2025-09-23,2025-09-25,1397.05,209.08,Delivered,No,2
SHP00269,SO00388,Blue Dart,Sea,2025-05-14,2025-05-15,,1273.73,337.59,Shipped,No,0
SHP00270,SO00390,Delhivery,Air,2025-05-20,2025-05-27,2025-05-28,1784.28,67.74,Delivered,No,1
SHP00271,SO00392,Ecom Express,Road,2025-11-22,2025-11-30,,429.77,158.36,Shipped,No,0
SHP00272,SO00393,XpressBees,Sea,2025-12-12,2025-12-21,2025-12-25,940.54,107.79,Delivered,No,4
SHP00273,SO00394,XpressBees,Sea,2025-03-28,2025-04-01,2025-04-08,1560.53,375.58,Delivered,No,7
SHP00274,SO00395,Delhivery,Sea,2025-07-16,2025-07-16,2025-07-17,721.23,224.94,Delivered,No,1
SHP00275,SO00396,Ecom Express,Rail,2026-01-22,2026-01-28,2026-02-03,320.63,254.71,Delivered,No,6
SHP00276,SO00397,Delhivery,Rail,2025-07-29,2025-08-01,2025-08-06,1759.76,180.36,Delivered,No,5
SHP00277,SO00398,Ecom Express,Sea,2025-07-21,2025-07-31,2025-08-07,571.38,483.89,Delivered,No,7
SHP00278,SO00399,DTDC,Road,2025-11-22,2025-11-27,2025-11-30,831.67,437.46,Delivered,No,3
SHP00279,SO00400,Delhivery,Sea,2025-04-03,2025-04-03,2025-04-02,487.12,26.11,Delivered,Yes,0
SHP00280,SO00401,DHL,Rail,2025-07-08,2025-07-13,2025-07-17,559.33,320.72,Delivered,No,4
SHP00281,SO00402,Blue Dart,Road,2025-07-10,2025-07-19,,607.14,311.04,Shipped,No,0
SHP00282,SO00403,Blue Dart,Road,2025-12-15,2025-12-25,2026-01-01,567.74,313.53,Delivered,No,7
SHP00283,SO00404,Delhivery,Rail,2025-07-08,2025-07-16,2025-07-20,937.49,143.68,Delivered,No,4
SHP00284,SO00407,FedEx,Rail,2025-03-31,2025-03-31,,118.69,333.35,Shipped,No,0
SHP00285,SO00408,DTDC,Road,2025-10-04,2025-10-17,,990.65,213.99,Shipped,No,0
SHP00286,SO00409,Blue Dart,Air,2025-05-05,2025-05-18,,1069.02,295.47,Shipped,No,0
SHP00287,SO00411,Ecom Express,Air,2025-09-21,2025-10-04,2025-10-07,1092.89,220.72,Delivered,No,3
SHP00288,SO00412,XpressBees,Rail,2025-05-31,2025-05-31,2025-06-06,1252.84,163.18,Delivered,No,6
SHP00289,SO00414,Blue Dart,Road,2025-11-01,2025-11-13,2025-11-13,1170.99,469.63,Delivered,Yes,0
SHP00290,SO00415,Ecom Express,Road,2026-01-07,2026-01-13,2026-01-17,1774.78,324.02,Delivered,No,4
SHP00291,SO00418,Blue Dart,Air,2025-03-30,2025-03-29,2025-04-03,1352.08,230.4,Delivered,No,5
SHP00292,SO00419,DTDC,Air,2025-12-15,2025-12-19,2025-12-19,1063.61,430.45,Delivered,Yes,0
SHP00293,SO00420,Ecom Express,Sea,2025-10-12,2025-10-11,,1409.42,230.66,Shipped,No,0
SHP00294,SO00421,XpressBees,Road,2025-06-16,2025-06-22,,150.62,132.37,Shipped,No,0
SHP00295,SO00423,Delhivery,Air,2025-09-29,2025-10-07,,1063.55,302.01,Shipped,No,0
SHP00296,SO00425,DTDC,Air,2025-06-08,2025-06-07,2025-06-08,485.54,208.11,Delivered,No,1
SHP00297,SO00427,XpressBees,Rail,2025-10-31,2025-11-05,2025-11-05,543.14,302.43,Delivered,Yes,0
SHP00298,SO00428,Ecom Express,Rail,2025-04-16,2025-04-24,2025-04-25,811.35,474.27,Delivered,No,1
SHP00299,SO00431,Delhivery,Road,2025-08-16,2025-08-21,2025-08-28,1036.01,41.21,Delivered,No,7
SHP00300,SO00433,Ecom Express,Air,2025-05-12,2025-05-15,2025-05-21,1848.91,332.82,Delivered,No,6
SHP00301,SO00434,XpressBees,Sea,2025-07-14,2025-07-15,2025-07-13,648.9,363.72,Delivered,Yes,0
SHP00302,SO00436,Delhivery,Air,2025-07-12,2025-07-20,2025-07-20,621.18,41.11,Delivered,Yes,0
SHP00303,SO00438,Delhivery,Sea,2025-12-11,2025-12-21,2025-12-22,670.23,362.95,Delivered,No,1
SHP00304,SO00440,Ecom Express,Sea,2025-07-07,2025-07-15,,1485.31,320.28,Shipped,No,0
SHP00305,SO00442,FedEx,Rail,2025-06-25,2025-07-06,2025-07-08,1343.34,67.52,Delivered,No,2
SHP00306,SO00443,DTDC,Air,2026-02-05,2026-02-06,2026-02-10,671.18,423.02,Delivered,No,4
SHP00307,SO00444,Blue Dart,Air,2025-08-20,2025-08-29,,1818.03,497.49,Shipped,No,0
SHP00308,SO00446,Delhivery,Rail,2025-11-25,2025-12-06,2025-12-05,1261.28,269.11,Delivered,Yes,0
SHP00309,SO00447,DTDC,Sea,2025-12-12,2025-12-16,,675.94,282.86,Shipped,No,0
SHP00310,SO00448,XpressBees,Air,2025-07-08,2025-07-16,2025-07-14,382.61,258.17,Delivered,Yes,0
SHP00311,SO00451,DHL,Air,2026-02-28,2026-03-08,2026-03-07,1060.94,225.79,Delivered,Yes,0
SHP00312,SO00452,DHL,Air,2025-11-17,2025-11-17,2025-11-17,1405.1,121.26,Delivered,Yes,0
SHP00313,SO00454,Delhivery,Rail,2025-11-12,2025-11-19,2025-11-19,383.55,118.35,Delivered,Yes,0
SHP00314,SO00455,Ecom Express,Rail,2025-07-31,2025-07-31,2025-08-03,1186.85,86.63,Delivered,No,3
SHP00315,SO00459,DHL,Rail,2025-08-07,2025-08-10,2025-08-10,1056.85,482.33,Delivered,Yes,0
SHP00316,SO00460,DHL,Rail,2025-07-16,2025-07-18,2025-07-20,672.55,250.22,Delivered,No,2
SHP00317,SO00462,FedEx,Sea,2025-09-04,2025-09-04,,1631.37,232.88,Shipped,No,0
SHP00318,SO00463,XpressBees,Road,2025-07-23,2025-08-02,2025-08-09,250.23,391.76,Delivered,No,7
SHP00319,SO00464,Delhivery,Road,2025-04-27,2025-04-29,2025-05-02,1652.15,100.98,Delivered,No,3
SHP00320,SO00466,DTDC,Air,2025-07-12,2025-07-21,2025-07-26,450.79,232.6,Delivered,No,5
SHP00321,SO00467,Ecom Express,Air,2025-04-15,2025-04-26,2025-04-26,1073.09,37.6,Delivered,Yes,0
SHP00322,SO00468,DTDC,Air,2025-11-16,2025-11-24,2025-11-23,1713.66,194.24,Delivered,Yes,0
SHP00323,SO00469,XpressBees,Rail,2025-09-21,2025-09-30,2025-09-29,455.29,140.28,Delivered,Yes,0
SHP00324,SO00470,DTDC,Air,2025-04-30,2025-05-05,2025-05-07,1316.63,483.23,Delivered,No,2
SHP00325,SO00473,Ecom Express,Sea,2025-07-08,2025-07-08,2025-07-06,528.99,183.64,Delivered,Yes,0
SHP00326,SO00475,Blue Dart,Air,2025-11-24,2025-11-28,2025-12-02,836.75,90.02,Delivered,No,4
SHP00327,SO00476,XpressBees,Sea,2025-11-10,2025-11-17,,1632.48,165.72,Shipped,No,0
SHP00328,SO00478,FedEx,Rail,2025-04-14,2025-04-15,2025-04-19,1458.01,44.53,Delivered,No,4
SHP00329,SO00479,Ecom Express,Road,2025-12-10,2025-12-09,,1716.2,48.11,Shipped,No,0
SHP00330,SO00482,DHL,Road,2026-02-13,2026-02-14,,793.59,253.91,Shipped,No,0
SHP00331,SO00483,FedEx,Rail,2025-08-19,2025-08-24,,1501.66,329.72,Shipped,No,0
SHP00332,SO00485,Delhivery,Rail,2025-12-24,2026-01-02,,807.5,316.93,Shipped,No,0
SHP00333,SO00486,XpressBees,Road,2025-11-20,2025-11-30,2025-12-06,1983.8,167.23,Delivered,No,6
SHP00334,SO00487,Ecom Express,Sea,2025-08-30,2025-09-03,2025-09-10,1760.63,128.61,Delivered,No,7
SHP00335,SO00488,Blue Dart,Rail,2025-07-23,2025-07-31,2025-08-05,138.64,203.1,Delivered,No,5
SHP00336,SO00491,FedEx,Air,2025-07-22,2025-07-28,2025-07-27,1244.98,2.63,Delivered,Yes,0
SHP00337,SO00492,Blue Dart,Road,2025-12-05,2025-12-13,2025-12-13,759.39,317.46,Delivered,Yes,0
SHP00338,SO00494,DHL,Rail,2026-02-22,2026-02-23,2026-02-26,1037.83,18.36,Delivered,No,3
SHP00339,SO00495,Blue Dart,Sea,2025-09-18,2025-09-19,2025-09-24,1599.68,490.11,Delivered,No,5
SHP00340,SO00496,Ecom Express,Road,2025-06-18,2025-06-21,2025-06-22,702.21,475.04,Delivered,No,1
SHP00341,SO00497,DTDC,Road,2026-02-24,2026-03-01,2026-03-05,772.74,277.63,Delivered,No,4
SHP00342,SO00499,Delhivery,Road,2025-12-04,2025-12-08,2025-12-06,558.24,105.34,Delivered,Yes,0
SHP00343,SO00500,Delhivery,Sea,2025-04-04,2025-04-03,2025-04-01,1083.26,195.08,Delivered,Yes,0
SHP00344,SO00501,Delhivery,Air,2025-12-23,2025-12-29,2026-01-05,1754.75,358.43,Delivered,No,7
SHP00345,SO00503,DTDC,Road,2025-06-06,2025-06-19,,1819.51,2.15,Shipped,No,0
SHP00346,SO00504,Delhivery,Road,2025-07-21,2025-07-25,2025-07-25,1277.84,0.98,Delivered,Yes,0
SHP00347,SO00505,Ecom Express,Rail,2025-10-23,2025-11-02,2025-11-06,642.77,228.25,Delivered,No,4
SHP00348,SO00506,Blue Dart,Air,2025-07-16,2025-07-27,2025-07-30,937.21,157.66,Delivered,No,3
SHP00349,SO00507,Blue Dart,Sea,2025-04-04,2025-04-15,,1685.61,173.83,Shipped,No,0
SHP00350,SO00510,Blue Dart,Air,2025-08-29,2025-09-03,2025-09-07,825.56,267.69,Delivered,No,4
SHP00351,SO00512,DTDC,Sea,2025-04-11,2025-04-14,2025-04-13,1437.92,66.97,Delivered,Yes,0
SHP00352,SO00513,DHL,Road,2025-11-08,2025-11-12,2025-11-14,404.28,126.4,Delivered,No,2
SHP00353,SO00514,FedEx,Air,2026-01-08,2026-01-15,,516.2,32.5,Shipped,No,0
SHP00354,SO00515,FedEx,Air,2025-09-03,2025-09-02,,1712.52,234.93,Shipped,No,0
SHP00355,SO00517,XpressBees,Air,2025-11-05,2025-11-13,2025-11-15,1703.1,191.21,Delivered,No,2
SHP00356,SO00518,DHL,Rail,2025-06-21,2025-07-01,2025-07-08,203.14,335.99,Delivered,No,7
SHP00357,SO00519,XpressBees,Air,2025-06-24,2025-07-03,2025-07-06,1964.99,73.92,Delivered,No,3
SHP00358,SO00523,FedEx,Road,2025-12-21,2025-12-31,,825.9,67.22,Shipped,No,0
SHP00359,SO00524,DHL,Road,2026-01-24,2026-01-25,2026-01-30,1129.86,339.82,Delivered,No,5
SHP00360,SO00526,XpressBees,Air,2025-05-04,2025-05-10,2025-05-13,53.86,385.85,Delivered,No,3
SHP00361,SO00527,Ecom Express,Rail,2026-01-30,2026-02-06,2026-02-09,631.0,73.25,Delivered,No,3
SHP00362,SO00528,Ecom Express,Road,2025-06-25,2025-06-26,2025-06-27,610.13,11.67,Delivered,No,1
SHP00363,SO00529,DHL,Road,2025-11-18,2025-11-22,,158.67,14.1,Shipped,No,0
SHP00364,SO00530,DHL,Road,2025-07-20,2025-07-26,2025-08-02,1076.53,302.0,Delivered,No,7
SHP00365,SO00533,Delhivery,Road,2025-03-15,2025-03-25,,1341.47,166.79,Shipped,No,0
SHP00366,SO00534,Ecom Express,Sea,2025-04-20,2025-04-18,2025-04-21,236.97,466.04,Delivered,No,3
SHP00367,SO00535,Blue Dart,Road,2025-05-08,2025-05-11,2025-05-09,1228.12,486.6,Delivered,Yes,0
SHP00368,SO00536,FedEx,Sea,2025-07-18,2025-07-19,,408.4,140.7,Shipped,No,0
SHP00369,SO00537,Ecom Express,Rail,2025-05-16,2025-05-22,,1483.74,400.02,Shipped,No,0
SHP00370,SO00538,Blue Dart,Air,2026-01-20,2026-01-23,,1519.55,449.17,Shipped,No,0
SHP00371,SO00539,Delhivery,Sea,2025-04-29,2025-05-11,,1181.04,181.77,Shipped,No,0
SHP00372,SO00541,DTDC,Air,2026-01-10,2026-01-16,,56.78,95.01,Shipped,No,0
SHP00373,SO00542,Ecom Express,Sea,2025-04-08,2025-04-08,2025-04-06,1214.96,196.36,Delivered,Yes,0
SHP00374,SO00543,DHL,Sea,2025-09-12,2025-09-21,2025-09-21,301.28,474.23,Delivered,Yes,0
SHP00375,SO00544,FedEx,Rail,2025-12-10,2025-12-18,2025-12-22,966.27,362.15,Delivered,No,4
SHP00376,SO00545,DTDC,Air,2025-05-07,2025-05-07,2025-05-12,1504.48,457.12,Delivered,No,5
SHP00377,SO00546,DHL,Sea,2025-11-19,2025-11-25,2025-11-29,1196.01,146.09,Delivered,No,4
SHP00378,SO00547,XpressBees,Sea,2025-10-31,2025-11-11,,928.42,227.71,Shipped,No,0
SHP00379,SO00548,Delhivery,Road,2025-04-28,2025-05-08,2025-05-11,636.41,473.2,Delivered,No,3
SHP00380,SO00549,DHL,Air,2025-09-25,2025-10-07,2025-10-07,892.74,297.21,Delivered,Yes,0
SHP00381,SO00551,DHL,Road,2025-03-19,2025-04-01,,1894.98,427.15,Shipped,No,0
SHP00382,SO00553,DHL,Air,2025-05-22,2025-05-27,2025-06-01,1025.2,463.94,Delivered,No,5
SHP00383,SO00554,DHL,Road,2025-09-09,2025-09-09,,708.81,497.2,Shipped,No,0
SHP00384,SO00555,DTDC,Road,2025-05-31,2025-06-08,2025-06-09,1379.19,385.82,Delivered,No,1
SHP00385,SO00556,XpressBees,Rail,2025-12-12,2025-12-19,2025-12-22,1761.02,343.88,Delivered,No,3
SHP00386,SO00557,Blue Dart,Rail,2026-01-19,2026-01-20,2026-01-25,384.95,169.53,Delivered,No,5
SHP00387,SO00560,DHL,Road,2025-05-20,2025-05-27,2025-05-31,1975.33,126.19,Delivered,No,4
SHP00388,SO00561,Blue Dart,Sea,2025-07-11,2025-07-19,,1366.93,261.44,Shipped,No,0
SHP00389,SO00562,XpressBees,Road,2025-08-02,2025-08-07,2025-08-14,1427.15,452.58,Delivered,No,7
SHP00390,SO00563,Ecom Express,Rail,2025-12-10,2025-12-23,2025-12-23,595.11,454.48,Delivered,Yes,0
SHP00391,SO00564,Ecom Express,Road,2025-04-06,2025-04-14,2025-04-12,1303.31,229.81,Delivered,Yes,0
SHP00392,SO00566,FedEx,Rail,2026-02-02,2026-02-09,,1725.18,276.63,Shipped,No,0
SHP00393,SO00567,XpressBees,Road,2025-12-28,2026-01-05,2026-01-07,1445.58,223.67,Delivered,No,2
SHP00394,SO00569,Ecom Express,Rail,2025-10-27,2025-11-05,,205.39,452.87,Shipped,No,0
SHP00395,SO00570,Delhivery,Air,2025-09-20,2025-09-21,,522.5,16.62,Shipped,No,0
SHP00396,SO00572,Ecom Express,Rail,2025-12-19,2025-12-30,2026-01-06,1144.72,181.02,Delivered,No,7
SHP00397,SO00573,Blue Dart,Air,2025-04-20,2025-04-23,2025-04-28,1413.66,92.99,Delivered,No,5
SHP00398,SO00574,XpressBees,Sea,2025-07-10,2025-07-15,2025-07-14,488.74,370.66,Delivered,Yes,0
SHP00399,SO00575,Ecom Express,Road,2026-01-17,2026-01-29,2026-02-02,61.07,2.74,Delivered,No,4
SHP00400,SO00577,DTDC,Air,2025-12-05,2025-12-08,,899.68,406.79,Shipped,No,0
SHP00401,SO00578,Delhivery,Rail,2025-04-05,2025-04-12,2025-04-14,1378.48,142.92,Delivered,No,2
SHP00402,SO00579,Ecom Express,Rail,2025-05-07,2025-05-15,2025-05-17,1499.15,49.44,Delivered,No,2
SHP00403,SO00581,Delhivery,Road,2025-05-02,2025-05-12,2025-05-13,765.13,323.34,Delivered,No,1
SHP00404,SO00582,XpressBees,Rail,2025-09-24,2025-10-06,2025-10-04,1134.2,385.67,Delivered,Yes,0
SHP00405,SO00583,Delhivery,Road,2025-08-19,2025-08-27,2025-08-28,1684.84,229.31,Delivered,No,1
SHP00406,SO00584,XpressBees,Air,2025-08-31,2025-09-07,,386.79,409.47,Shipped,No,0
SHP00407,SO00585,Ecom Express,Rail,2025-08-28,2025-09-03,2025-09-04,1352.58,132.46,Delivered,No,1
SHP00408,SO00590,Ecom Express,Air,2025-03-28,2025-04-08,2025-04-10,1504.69,31.52,Delivered,No,2
SHP00409,SO00591,XpressBees,Rail,2025-12-30,2026-01-10,2026-01-16,1490.79,89.38,Delivered,No,6
SHP00410,SO00592,Blue Dart,Air,2025-10-12,2025-10-21,2025-10-28,874.5,204.37,Delivered,No,7
SHP00411,SO00599,DTDC,Air,2025-05-10,2025-05-16,2025-05-18,1870.51,413.79,Delivered,No,2
SHP00412,SO00601,FedEx,Rail,2025-11-20,2025-11-24,2025-11-23,834.48,242.19,Delivered,Yes,0
SHP00413,SO00602,DHL,Road,2026-02-15,2026-02-24,2026-03-03,1651.91,85.68,Delivered,No,7
SHP00414,SO00603,Blue Dart,Rail,2025-07-02,2025-07-02,,1957.91,78.36,Shipped,No,0
SHP00415,SO00604,DTDC,Rail,2026-02-11,2026-02-10,2026-02-16,1708.17,366.39,Delivered,No,6
SHP00416,SO00605,DHL,Sea,2025-10-01,2025-10-07,2025-10-09,180.95,494.28,Delivered,No,2
SHP00417,SO00608,Blue Dart,Air,2025-12-11,2025-12-16,2025-12-18,1348.21,447.41,Delivered,No,2
SHP00418,SO00609,XpressBees,Road,2025-07-08,2025-07-07,2025-07-06,188.83,75.1,Delivered,Yes,0
SHP00419,SO00612,XpressBees,Rail,2026-02-22,2026-02-24,2026-02-26,1600.02,21.98,Delivered,No,2
SHP00420,SO00613,FedEx,Rail,2025-05-25,2025-05-30,,1694.46,205.93,Shipped,No,0
SHP00421,SO00615,DHL,Air,2025-10-31,2025-11-11,2025-11-17,1831.69,368.71,Delivered,No,6
SHP00422,SO00616,DHL,Air,2025-10-08,2025-10-11,2025-10-18,1975.71,82.18,Delivered,No,7
SHP00423,SO00617,Blue Dart,Road,2025-04-25,2025-04-23,2025-04-27,1726.82,201.22,Delivered,No,4
SHP00424,SO00618,Delhivery,Sea,2025-04-14,2025-04-22,2025-04-22,904.15,232.04,Delivered,Yes,0
SHP00425,SO00620,DTDC,Sea,2025-10-09,2025-10-15,2025-10-22,1270.83,190.98,Delivered,No,7
SHP00426,SO00621,Blue Dart,Road,2025-06-06,2025-06-06,,856.48,468.27,Shipped,No,0
SHP00427,SO00623,DHL,Air,2025-08-26,2025-08-30,2025-08-31,1966.2,368.66,Delivered,No,1
SHP00428,SO00624,DTDC,Air,2025-12-05,2025-12-11,2025-12-10,127.6,35.06,Delivered,Yes,0
SHP00429,SO00625,FedEx,Air,2025-06-02,2025-06-02,2025-06-01,623.93,419.74,Delivered,Yes,0
SHP00430,SO00626,Blue Dart,Air,2025-09-10,2025-09-14,,813.87,320.26,Shipped,No,0
SHP00431,SO00627,DHL,Air,2025-06-09,2025-06-21,2025-06-24,1490.84,241.44,Delivered,No,3
SHP00432,SO00628,Ecom Express,Air,2026-02-04,2026-02-12,2026-02-15,594.96,292.29,Delivered,No,3
SHP00433,SO00629,XpressBees,Air,2025-08-19,2025-08-20,,1939.44,361.69,Shipped,No,0
SHP00434,SO00630,DTDC,Road,2025-09-26,2025-10-06,2025-10-13,425.07,36.16,Delivered,No,7
SHP00435,SO00631,XpressBees,Rail,2025-12-21,2025-12-26,2025-12-26,387.33,15.87,Delivered,Yes,0
SHP00436,SO00632,Delhivery,Road,2025-06-05,2025-06-16,2025-06-16,1440.24,207.42,Delivered,Yes,0
SHP00437,SO00633,FedEx,Rail,2025-06-16,2025-06-27,2025-06-26,303.68,29.97,Delivered,Yes,0
SHP00438,SO00635,FedEx,Rail,2025-05-11,2025-05-15,2025-05-19,1937.14,37.98,Delivered,No,4
SHP00439,SO00636,XpressBees,Rail,2025-12-15,2025-12-21,2025-12-22,1582.4,108.9,Delivered,No,1
SHP00440,SO00638,Blue Dart,Sea,2025-09-28,2025-10-01,2025-10-07,667.17,193.83,Delivered,No,6
SHP00441,SO00640,FedEx,Sea,2026-03-05,2026-03-08,2026-03-13,1935.0,179.18,Delivered,No,5
SHP00442,SO00641,FedEx,Rail,2025-11-09,2025-11-17,,566.51,114.36,Shipped,No,0
SHP00443,SO00643,FedEx,Rail,2025-04-01,2025-04-09,2025-04-14,90.99,175.91,Delivered,No,5
SHP00444,SO00644,Blue Dart,Road,2025-07-08,2025-07-19,2025-07-22,974.55,342.81,Delivered,No,3
SHP00445,SO00645,FedEx,Rail,2025-04-12,2025-04-23,2025-04-27,1102.77,57.87,Delivered,No,4
SHP00446,SO00646,Blue Dart,Air,2025-10-13,2025-10-18,2025-10-24,204.58,354.82,Delivered,No,6
SHP00447,SO00647,DHL,Sea,2025-12-10,2025-12-12,,549.31,375.83,Shipped,No,0
SHP00448,SO00649,Delhivery,Road,2025-10-15,2025-10-21,2025-10-19,268.13,196.75,Delivered,Yes,0
SHP00449,SO00650,Ecom Express,Sea,2025-04-23,2025-04-25,2025-04-30,70.31,127.75,Delivered,No,5
SHP00450,SO00651,Ecom Express,Sea,2025-05-06,2025-05-18,2025-05-20,1896.74,174.21,Delivered,No,2
SHP00451,SO00652,FedEx,Air,2025-07-11,2025-07-23,2025-07-28,440.13,448.4,Delivered,No,5
SHP00452,SO00653,DHL,Road,2025-12-04,2025-12-16,,905.49,161.29,Shipped,No,0
SHP00453,SO00655,FedEx,Rail,2025-10-22,2025-10-28,2025-10-29,1636.68,373.93,Delivered,No,1
SHP00454,SO00659,Blue Dart,Air,2025-06-05,2025-06-04,2025-06-04,1059.24,359.75,Delivered,Yes,0
SHP00455,SO00661,FedEx,Sea,2025-04-23,2025-05-04,2025-05-09,1206.31,159.14,Delivered,No,5
SHP00456,SO00662,DHL,Road,2025-04-13,2025-04-25,2025-04-30,126.0,336.24,Delivered,No,5
SHP00457,SO00663,Delhivery,Road,2025-04-02,2025-04-14,2025-04-17,1674.64,295.6,Delivered,No,3
SHP00458,SO00664,FedEx,Rail,2026-01-29,2026-02-03,,100.19,297.74,Shipped,No,0
SHP00459,SO00665,Ecom Express,Air,2026-03-02,2026-03-04,2026-03-10,1677.54,430.79,Delivered,No,6
SHP00460,SO00666,DTDC,Air,2025-11-06,2025-11-08,,314.65,350.55,Shipped,No,0
SHP00461,SO00667,XpressBees,Road,2025-11-04,2025-11-14,2025-11-21,1065.54,428.88,Delivered,No,7
SHP00462,SO00668,Blue Dart,Air,2025-04-24,2025-04-29,2025-04-30,1434.46,431.85,Delivered,No,1
SHP00463,SO00670,Blue Dart,Road,2026-01-31,2026-02-05,2026-02-09,566.14,96.26,Delivered,No,4
SHP00464,SO00671,Ecom Express,Rail,2025-09-18,2025-09-28,2025-10-05,339.87,213.47,Delivered,No,7
SHP00465,SO00672,Ecom Express,Road,2025-05-20,2025-05-20,2025-05-24,523.56,468.45,Delivered,No,4
SHP00466,SO00674,DTDC,Sea,2026-01-26,2026-01-27,2026-01-31,1793.76,274.58,Delivered,No,4
SHP00467,SO00676,FedEx,Air,2025-10-10,2025-10-20,2025-10-25,186.64,383.09,Delivered,No,5
SHP00468,SO00677,Delhivery,Road,2025-07-30,2025-08-04,2025-08-02,1762.04,74.63,Delivered,Yes,0
SHP00469,SO00679,Blue Dart,Road,2025-12-06,2025-12-15,2025-12-19,1485.06,246.61,Delivered,No,4
SHP00470,SO00681,DTDC,Road,2025-08-30,2025-09-01,2025-09-01,801.56,229.66,Delivered,Yes,0
SHP00471,SO00683,FedEx,Air,2025-09-21,2025-09-30,2025-10-06,55.94,345.74,Delivered,No,6
SHP00472,SO00684,DHL,Rail,2025-11-06,2025-11-14,,1031.47,396.29,Shipped,No,0
SHP00473,SO00685,Ecom Express,Rail,2025-12-27,2025-12-28,2025-12-26,1445.92,430.69,Delivered,Yes,0
SHP00474,SO00688,DHL,Road,2025-06-26,2025-07-06,,1535.85,496.69,Shipped,No,0
SHP00475,SO00689,DTDC,Road,2025-08-31,2025-09-10,2025-09-16,1145.76,336.08,Delivered,No,6
SHP00476,SO00690,XpressBees,Sea,2025-06-09,2025-06-12,2025-06-13,213.6,355.38,Delivered,No,1
SHP00477,SO00691,Ecom Express,Road,2025-08-28,2025-08-29,2025-08-29,210.57,413.22,Delivered,Yes,0
SHP00478,SO00693,DHL,Rail,2025-09-05,2025-09-16,,278.41,70.64,Shipped,No,0
SHP00479,SO00694,Ecom Express,Sea,2025-07-10,2025-07-22,2025-07-21,1769.15,281.35,Delivered,Yes,0
SHP00480,SO00698,XpressBees,Sea,2025-11-01,2025-11-06,2025-11-10,875.38,55.62,Delivered,No,4
SHP00481,SO00699,FedEx,Air,2025-07-16,2025-07-18,2025-07-17,578.19,336.87,Delivered,Yes,0
SHP00482,SO00700,Delhivery,Air,2025-11-05,2025-11-15,2025-11-14,1157.57,329.32,Delivered,Yes,0
