Order_ID,Product_ID,Customer_ID,Warehouse_ID,Order_Date,Expected_Delivery,Actual_Delivery,Quantity,Unit_Price,Discount_Pct,Total_Amount,Status,On_Time,Region
SO00204,PRD0080,CUST0114,WH003,2025-05-15,2025-05-25,2025-05-25,96,202.98,0.08,17927.19,Delivered,Yes,Coimbatore
SO00205,PRD0053,CUST0009,WH002,2025-09-02,2025-09-15,,3,2816.55,0.11,7520.19,Cancelled,No,Lucknow
SO00206,PRD0019,CUST0072,WH004,2025-11-16,2025-11-17,,45,4716.38,0.17,176156.79,Cancelled,No,Chennai
SO00207,PRD0063,CUST0047,WH002,2026-03-08,2026-03-10,2026-03-09,30,4575.75,0.09,124917.98,Delivered,Yes,Kochi
SO00208,PRD0076,CUST0089,WH008,2025-11-21,2025-11-30,,54,2008.76,0.2,86778.43,Cancelled,No,Nagpur
SO00209,PRD0077,CUST0196,WH002,2026-03-09,2026-03-12,,66,645.7,0.05,40485.39,Shipped,No,Kochi
SO00210,PRD0085,CUST0072,WH003,2025-04-13,2025-04-23,,6,4254.94,0.06,23997.86,Shipped,No,Chennai
SO00211,PRD0072,CUST0182,WH008,2025-10-14,2025-10-19,2025-10-23,93,1668.38,0.11,138091.81,Delivered,No,Kanpur
SO00212,PRD0025,CUST0064,WH001,2025-05-07,2025-05-16,2025-05-18,20,2111.07,0.17,35043.76,Delivered,No,Jaipur
SO00213,PRD0052,CUST0191,WH005,2025-07-14,2025-07-15,,49,4858.41,0.13,207114.02,Shipped,No,Bangalore
SO00214,PRD0057,CUST0170,WH004,2025-11-07,2025-11-09,,84,4906.51,0.0,412146.84,Shipped,No,Surat
SO00215,PRD0025,CUST0104,WH003,2025-06-10,2025-06-17,,10,2111.07,0.18,17310.77,Processing,No,Mumbai
SO00216,PRD0021,CUST0186,WH005,2025-11-25,2025-11-29,,47,238.64,0.12,9870.15,Shipped,No,Nagpur
SO00217,PRD0029,CUST0076,WH007,2025-04-05,2025-04-08,,29,958.78,0.12,24468.07,Cancelled,No,Nagpur
SO00218,PRD0063,CUST0177,WH007,2025-07-09,2025-07-20,,51,4575.75,0.08,214694.19,Shipped,No,Lucknow
SO00219,PRD0090,CUST0160,WH004,2025-11-23,2025-11-25,,7,3139.3,0.06,20656.59,Cancelled,No,Jaipur
SO00220,PRD0057,CUST0133,WH004,2026-01-09,2026-01-11,,11,4906.51,0.06,50733.31,Shipped,No,Kolkata
SO00221,PRD0002,CUST0074,WH002,2025-05-05,2025-05-06,,56,4323.12,0.0,242094.72,Shipped,No,Ahmedabad
SO00222,PRD0086,CUST0085,WH008,2025-09-11,2025-09-23,,45,1805.94,0.15,69077.2,Shipped,No,Delhi
SO00223,PRD0038,CUST0073,WH007,2025-04-08,2025-04-10,,96,1808.04,0.11,154478.94,Cancelled,No,Jaipur
SO00224,PRD0078,CUST0188,WH001,2025-08-05,2025-08-06,2025-08-11,61,3339.44,0.11,181298.2,Delivered,No,Lucknow
SO00225,PRD0001,CUST0046,WH007,2025-09-23,2025-09-26,,37,3710.34,0.19,111198.89,Processing,No,Jaipur
SO00226,PRD0036,CUST0121,WH006,2025-04-18,2025-04-24,,56,2595.06,0.02,142416.89,Shipped,No,Delhi
SO00227,PRD0042,CUST0139,WH007,2025-11-20,2025-12-01,,62,3184.88,0.1,177716.3,Shipped,No,Delhi
SO00228,PRD0084,CUST0027,WH005,2025-08-14,2025-08-15,,55,1046.01,0.1,51777.5,Shipped,No,Lucknow
SO00229,PRD0052,CUST0170,WH001,2025-06-08,2025-06-20,2025-06-27,93,4858.41,0.03,438277.17,Delivered,No,Surat
SO00230,PRD0050,CUST0182,WH002,2025-03-21,2025-04-04,2025-04-10,98,1912.62,0.05,178064.92,Delivered,No,Kanpur
SO00231,PRD0051,CUST0019,WH003,2025-06-17,2025-06-27,2025-06-29,27,2110.12,0.0,56973.24,Delivered,No,Pune
SO00232,PRD0084,CUST0009,WH007,2026-01-14,2026-01-25,,20,1046.01,0.02,20501.8,Processing,No,Lucknow
SO00233,PRD0063,CUST0084,WH004,2025-09-10,2025-09-13,,23,4575.75,0.15,89455.91,Shipped,No,Ahmedabad
SO00234,PRD0019,CUST0094,WH003,2025-06-16,2025-06-26,,69,4716.38,0.04,312413.01,Shipped,No,Coimbatore
SO00235,PRD0050,CUST0190,WH007,2025-10-03,2025-10-10,,36,1912.62,0.16,57837.63,Shipped,No,Chennai
SO00236,PRD0049,CUST0064,WH001,2026-01-23,2026-01-24,,87,1070.46,0.12,81954.42,Processing,No,Jaipur
SO00237,PRD0038,CUST0068,WH004,2025-08-09,2025-08-12,,99,1808.04,0.01,177206.0,Cancelled,No,Kolkata
SO00238,PRD0098,CUST0164,WH008,2025-07-31,2025-08-10,,35,1182.85,0.16,34775.79,Processing,No,Jaipur
SO00239,PRD0060,CUST0013,WH005,2025-07-16,2025-07-28,,81,4529.66,0.18,300860.02,Shipped,No,Kanpur
SO00240,PRD0064,CUST0137,WH006,2025-07-22,2025-07-29,,95,1528.35,0.17,120510.4,Processing,No,Kochi
SO00241,PRD0050,CUST0003,WH005,2025-10-25,2025-11-08,,4,1912.62,0.02,7497.47,Processing,No,Surat
SO00242,PRD0097,CUST0021,WH007,2025-12-17,2025-12-28,2025-12-31,97,1109.0,0.08,98967.16,Delivered,No,Kolkata
SO00243,PRD0029,CUST0173,WH003,2025-04-07,2025-04-10,2025-04-16,28,958.78,0.08,24698.17,Delivered,No,Kochi
SO00244,PRD0085,CUST0125,WH008,2025-03-24,2025-04-05,2025-04-11,70,4254.94,0.01,294867.34,Delivered,No,Surat
SO00245,PRD0008,CUST0062,WH003,2025-07-14,2025-07-20,,85,3084.59,0.01,259568.25,Shipped,No,Nagpur
SO00246,PRD0018,CUST0187,WH007,2025-10-18,2025-10-20,,84,74.36,0.03,6058.85,Shipped,No,Ahmedabad
SO00247,PRD0046,CUST0189,WH005,2025-11-02,2025-11-03,,84,3056.69,0.08,236221.0,Cancelled,No,Mumbai
SO00248,PRD0017,CUST0072,WH001,2025-04-09,2025-04-13,,8,898.52,0.05,6828.75,Shipped,No,Chennai
SO00249,PRD0058,CUST0066,WH005,2025-09-25,2025-10-01,2025-10-08,46,706.89,0.18,26663.89,Delivered,No,Kanpur
SO00250,PRD0100,CUST0018,WH002,2025-12-13,2025-12-23,2025-12-26,16,3938.86,0.08,57980.02,Delivered,No,Chennai
SO00251,PRD0080,CUST0019,WH002,2025-06-26,2025-07-03,2025-07-07,91,202.98,0.08,16993.49,Delivered,No,Pune
SO00252,PRD0035,CUST0189,WH003,2026-02-01,2026-02-11,,45,2218.25,0.11,88840.91,Shipped,No,Mumbai
SO00253,PRD0011,CUST0033,WH001,2025-05-22,2025-05-29,,25,1875.71,0.08,43141.33,Cancelled,No,Kolkata
SO00254,PRD0079,CUST0123,WH001,2025-03-17,2025-03-18,2025-03-21,32,3243.13,0.2,83024.13,Delivered,No,Hyderabad
SO00255,PRD0093,CUST0009,WH002,2025-03-24,2025-03-31,,63,1895.09,0.04,114615.04,Processing,No,Lucknow
SO00256,PRD0022,CUST0044,WH007,2025-06-04,2025-06-07,2025-06-14,19,1820.46,0.04,33205.19,Delivered,No,Jaipur
SO00257,PRD0098,CUST0147,WH001,2025-04-03,2025-04-17,2025-04-20,6,1182.85,0.16,5961.56,Delivered,No,Lucknow
SO00258,PRD0064,CUST0078,WH006,2025-04-01,2025-04-02,,79,1528.35,0.05,114702.67,Shipped,No,Pune
SO00259,PRD0005,CUST0142,WH006,2025-09-05,2025-09-15,,72,1210.42,0.16,73206.2,Shipped,No,Kochi
SO00260,PRD0023,CUST0176,WH006,2025-12-03,2025-12-11,2025-12-17,64,1623.61,0.18,85207.05,Delivered,No,Coimbatore
SO00261,PRD0049,CUST0149,WH006,2026-02-03,2026-02-17,,26,1070.46,0.13,24213.81,Processing,No,Kochi
SO00262,PRD0043,CUST0045,WH007,2026-02-03,2026-02-08,2026-02-06,7,4966.02,0.13,30243.06,Delivered,Yes,Hyderabad
SO00263,PRD0096,CUST0192,WH004,2025-04-24,2025-05-01,,42,4666.13,0.11,174419.94,Shipped,No,Coimbatore
SO00264,PRD0068,CUST0141,WH001,2025-11-06,2025-11-15,2025-11-16,92,769.95,0.15,60210.09,Delivered,No,Ahmedabad
SO00265,PRD0053,CUST0111,WH008,2026-01-01,2026-01-14,,30,2816.55,0.19,68442.17,Processing,No,Pune
SO00266,PRD0022,CUST0100,WH008,2025-10-03,2025-10-16,2025-10-18,56,1820.46,0.01,100926.3,Delivered,No,Lucknow
SO00267,PRD0049,CUST0123,WH003,2025-03-12,2025-03-24,2025-03-28,1,1070.46,0.14,920.6,Delivered,No,Hyderabad
SO00268,PRD0026,CUST0182,WH008,2025-11-27,2025-12-07,,81,2796.29,0.1,203849.54,Cancelled,No,Kanpur
SO00269,PRD0087,CUST0017,WH001,2025-06-11,2025-06-12,,36,2218.99,0.11,71096.44,Shipped,No,Bangalore
SO00270,PRD0076,CUST0098,WH006,2025-10-14,2025-10-28,,32,2008.76,0.09,58495.09,Cancelled,No,Hyderabad
SO00271,PRD0097,CUST0125,WH001,2025-07-18,2025-07-28,2025-07-30,37,1109.0,0.09,37340.03,Delivered,No,Surat
SO00272,PRD0016,CUST0086,WH001,2025-05-27,2025-06-06,2025-06-09,96,3671.73,0.11,313712.61,Delivered,No,Kolkata
SO00273,PRD0070,CUST0147,WH008,2025-04-08,2025-04-12,2025-04-14,61,2632.52,0.0,160583.72,Delivered,No,Lucknow
SO00274,PRD0084,CUST0066,WH008,2025-08-01,2025-08-09,,68,1046.01,0.12,62593.24,Cancelled,No,Kanpur
SO00275,PRD0030,CUST0010,WH003,2025-05-27,2025-05-30,,55,4593.93,0.05,240032.84,Shipped,No,Lucknow
SO00276,PRD0002,CUST0184,WH004,2025-10-02,2025-10-04,2025-10-02,88,4323.12,0.19,308151.99,Delivered,Yes,Pune
SO00277,PRD0002,CUST0043,WH006,2025-07-07,2025-07-08,2025-07-06,16,4323.12,0.18,56719.33,Delivered,Yes,Lucknow
SO00278,PRD0076,CUST0131,WH008,2026-03-11,2026-03-20,2026-03-25,43,2008.76,0.06,81194.08,Delivered,No,Bangalore
SO00279,PRD0094,CUST0072,WH006,2025-11-28,2025-12-02,,66,2097.14,0.15,117649.55,Processing,No,Chennai
SO00280,PRD0075,CUST0007,WH002,2025-12-06,2025-12-15,2025-12-15,63,1534.55,0.06,90876.05,Delivered,Yes,Ahmedabad
SO00281,PRD0096,CUST0036,WH007,2025-08-03,2025-08-10,2025-08-16,22,4666.13,0.1,92389.37,Delivered,No,Nagpur
SO00282,PRD0040,CUST0001,WH003,2026-01-29,2026-02-11,2026-02-16,21,3489.93,0.07,68158.33,Delivered,No,Jaipur
SO00283,PRD0026,CUST0143,WH004,2025-12-16,2025-12-20,2025-12-18,48,2796.29,0.14,115430.85,Delivered,Yes,Kolkata
SO00284,PRD0045,CUST0101,WH003,2025-06-27,2025-07-06,2025-07-05,41,3626.68,0.17,123415.92,Delivered,Yes,Chennai
SO00285,PRD0084,CUST0038,WH008,2025-10-07,2025-10-08,2025-10-09,43,1046.01,0.03,43629.08,Delivered,No,Jaipur
SO00286,PRD0072,CUST0093,WH008,2025-06-26,2025-07-04,2025-07-03,57,1668.38,0.11,84636.92,Delivered,Yes,Kanpur
SO00287,PRD0055,CUST0112,WH003,2026-01-15,2026-01-23,,98,1088.78,0.2,85360.35,Cancelled,No,Pune
SO00288,PRD0060,CUST0059,WH002,2025-11-24,2025-11-30,2025-12-03,16,4529.66,0.04,69575.58,Delivered,No,Chennai
SO00289,PRD0008,CUST0065,WH005,2026-03-02,2026-03-16,,96,3084.59,0.14,254663.75,Processing,No,Ahmedabad
SO00290,PRD0046,CUST0174,WH008,2025-09-02,2025-09-11,,35,3056.69,0.02,104844.47,Cancelled,No,Mumbai
SO00291,PRD0079,CUST0160,WH002,2025-09-16,2025-09-17,2025-09-16,38,3243.13,0.02,120774.16,Delivered,Yes,Jaipur
SO00292,PRD0079,CUST0199,WH004,2025-06-26,2025-06-27,,1,3243.13,0.1,2918.82,Cancelled,No,Hyderabad
SO00293,PRD0034,CUST0118,WH002,2025-07-11,2025-07-22,2025-07-24,95,4238.6,0.2,322133.6,Delivered,No,Kanpur
SO00294,PRD0018,CUST0104,WH007,2025-09-20,2025-09-22,2025-09-26,75,74.36,0.12,4907.76,Delivered,No,Mumbai
SO00295,PRD0038,CUST0047,WH008,2025-12-27,2026-01-10,2026-01-11,99,1808.04,0.03,173626.08,Delivered,No,Kochi
SO00296,PRD0064,CUST0150,WH005,2025-04-07,2025-04-14,,80,1528.35,0.03,118599.96,Cancelled,No,Kolkata
SO00297,PRD0044,CUST0013,WH001,2025-09-28,2025-10-11,,72,3134.07,0.11,200831.21,Shipped,No,Kanpur
SO00298,PRD0053,CUST0052,WH007,2025-09-03,2025-09-13,2025-09-18,29,2816.55,0.1,73511.96,Delivered,No,Lucknow
SO00299,PRD0031,CUST0109,WH007,2025-08-22,2025-09-05,,26,3578.26,0.01,92104.41,Processing,No,Surat
SO00300,PRD0095,CUST0177,WH004,2025-08-15,2025-08-18,,48,453.32,0.04,20888.99,Cancelled,No,Lucknow
SO00301,PRD0093,CUST0133,WH005,2025-07-22,2025-07-26,,7,1895.09,0.08,12204.38,Processing,No,Kolkata
SO00302,PRD0093,CUST0185,WH003,2025-06-12,2025-06-13,2025-06-17,26,1895.09,0.08,45330.55,Delivered,No,Hyderabad
SO00303,PRD0063,CUST0121,WH003,2026-02-05,2026-02-06,,11,4575.75,0.03,48823.25,Shipped,No,Delhi
SO00304,PRD0068,CUST0110,WH004,2025-07-11,2025-07-25,2025-07-26,62,769.95,0.04,45827.42,Delivered,No,Jaipur
SO00305,PRD0083,CUST0018,WH003,2025-03-25,2025-04-08,2025-04-15,12,3433.07,0.03,39960.93,Delivered,No,Chennai
SO00306,PRD0034,CUST0121,WH001,2025-12-01,2025-12-07,,9,4238.6,0.11,33951.19,Processing,No,Delhi
SO00307,PRD0036,CUST0030,WH008,2025-11-17,2025-11-24,,75,2595.06,0.06,182951.73,Shipped,No,Surat
SO00308,PRD0049,CUST0083,WH004,2025-05-05,2025-05-09,,39,1070.46,0.04,40078.02,Shipped,No,Jaipur
SO00309,PRD0025,CUST0028,WH003,2025-11-29,2025-12-06,2025-12-07,11,2111.07,0.13,20202.94,Delivered,No,Surat
SO00310,PRD0096,CUST0154,WH008,2026-03-01,2026-03-13,2026-03-20,36,4666.13,0.07,156222.03,Delivered,No,Mumbai
SO00311,PRD0015,CUST0066,WH007,2025-08-10,2025-08-17,,98,681.38,0.02,65439.74,Processing,No,Kanpur
SO00312,PRD0052,CUST0122,WH003,2025-09-12,2025-09-13,,75,4858.41,0.06,342517.9,Processing,No,Chennai
SO00313,PRD0046,CUST0126,WH005,2026-02-02,2026-02-04,2026-02-08,90,3056.69,0.05,261346.99,Delivered,No,Nagpur
SO00314,PRD0095,CUST0143,WH005,2025-12-12,2025-12-23,2025-12-29,58,453.32,0.12,23137.45,Delivered,No,Kolkata
SO00315,PRD0042,CUST0061,WH003,2025-10-29,2025-11-08,,53,3184.88,0.16,141790.86,Shipped,No,Chennai
SO00316,PRD0081,CUST0128,WH003,2025-12-31,2026-01-04,,98,2414.08,0.01,234214.04,Cancelled,No,Bangalore
SO00317,PRD0031,CUST0159,WH004,2025-09-15,2025-09-19,2025-09-21,20,3578.26,0.16,60114.77,Delivered,No,Hyderabad
SO00318,PRD0034,CUST0090,WH006,2025-10-12,2025-10-16,2025-10-17,89,4238.6,0.1,339511.86,Delivered,No,Kolkata
SO00319,PRD0030,CUST0036,WH004,2025-10-04,2025-10-15,2025-10-14,85,4593.93,0.11,347530.8,Delivered,Yes,Nagpur
SO00320,PRD0065,CUST0166,WH001,2025-03-27,2025-03-28,2025-03-31,4,4696.01,0.12,16529.96,Delivered,No,Kanpur
SO00321,PRD0046,CUST0129,WH006,2025-12-13,2025-12-25,,20,3056.69,0.1,55020.42,Cancelled,No,Jaipur
SO00322,PRD0095,CUST0161,WH006,2025-07-05,2025-07-10,2025-07-08,100,453.32,0.06,42612.08,Delivered,Yes,Kolkata
SO00323,PRD0072,CUST0198,WH003,2025-11-27,2025-12-10,,56,1668.38,0.19,75677.72,Processing,No,Hyderabad
SO00324,PRD0005,CUST0184,WH003,2025-07-05,2025-07-12,,39,1210.42,0.09,42957.81,Processing,No,Pune
SO00325,PRD0053,CUST0101,WH003,2025-05-05,2025-05-18,,84,2816.55,0.03,229492.49,Shipped,No,Chennai
SO00326,PRD0046,CUST0005,WH002,2025-05-12,2025-05-13,,21,3056.69,0.09,58413.35,Cancelled,No,Mumbai
SO00327,PRD0076,CUST0041,WH006,2025-06-16,2025-06-24,,65,2008.76,0.12,114901.07,Cancelled,No,Coimbatore
SO00328,PRD0001,CUST0087,WH002,2025-03-29,2025-04-05,2025-04-09,65,3710.34,0.01,238760.38,Delivered,No,Jaipur
SO00329,PRD0016,CUST0145,WH004,2025-03-29,2025-04-02,,25,3671.73,0.11,81695.99,Shipped,No,Kolkata
SO00330,PRD0055,CUST0175,WH004,2025-08-14,2025-08-28,,100,1088.78,0.11,96901.42,Processing,No,Kanpur
SO00331,PRD0092,CUST0103,WH001,2026-01-17,2026-01-20,2026-01-21,6,2345.24,0.11,12523.58,Delivered,No,Pune
SO00332,PRD0017,CUST0006,WH005,2025-07-26,2025-07-27,2025-08-03,75,898.52,0.11,59976.21,Delivered,No,Hyderabad
SO00333,PRD0039,CUST0157,WH001,2026-01-24,2026-01-29,,64,3144.28,0.01,199221.58,Shipped,No,Kanpur
SO00334,PRD0071,CUST0196,WH005,2025-06-22,2025-07-03,,47,687.21,0.02,31652.89,Shipped,No,Kochi
SO00335,PRD0092,CUST0103,WH003,2025-04-07,2025-04-19,,18,2345.24,0.02,41370.03,Shipped,No,Pune
SO00336,PRD0027,CUST0164,WH007,2025-04-18,2025-04-28,,85,860.35,0.13,63622.88,Processing,No,Jaipur
SO00337,PRD0046,CUST0016,WH002,2025-12-18,2025-12-31,,53,3056.69,0.17,134463.79,Cancelled,No,Coimbatore
SO00338,PRD0020,CUST0025,WH002,2026-02-16,2026-02-23,,68,4041.09,0.19,222583.24,Shipped,No,Bangalore
SO00339,PRD0053,CUST0051,WH005,2025-06-26,2025-07-07,2025-07-13,84,2816.55,0.13,205833.47,Delivered,No,Surat
SO00340,PRD0075,CUST0023,WH008,2025-06-24,2025-07-01,,74,1534.55,0.08,104472.16,Processing,No,Bangalore
SO00341,PRD0048,CUST0117,WH006,2025-09-30,2025-10-01,,100,2799.75,0.18,229579.5,Shipped,No,Lucknow
SO00342,PRD0070,CUST0119,WH008,2026-03-09,2026-03-16,,88,2632.52,0.18,189962.64,Processing,No,Nagpur
SO00343,PRD0045,CUST0049,WH005,2025-12-24,2025-12-26,2025-12-31,76,3626.68,0.01,272871.4,Delivered,No,Delhi
SO00344,PRD0039,CUST0054,WH005,2025-12-13,2025-12-25,2025-12-28,22,3144.28,0.11,61565.0,Delivered,No,Kanpur
SO00345,PRD0047,CUST0079,WH008,2026-02-07,2026-02-12,,42,1297.86,0.1,49059.11,Shipped,No,Delhi
SO00346,PRD0003,CUST0099,WH002,2025-09-03,2025-09-04,,70,4021.49,0.16,236463.61,Shipped,No,Kanpur
SO00347,PRD0001,CUST0027,WH002,2026-01-13,2026-01-24,,77,3710.34,0.03,277125.29,Shipped,No,Lucknow
SO00348,PRD0086,CUST0046,WH002,2025-07-09,2025-07-20,2025-07-19,86,1805.94,0.12,136673.54,Delivered,Yes,Jaipur
SO00349,PRD0052,CUST0162,WH005,2025-04-15,2025-04-28,,78,4858.41,0.09,344849.94,Shipped,No,Bangalore
SO00350,PRD0004,CUST0105,WH004,2025-11-23,2025-11-27,2025-11-25,72,1617.34,0.01,115284.0,Delivered,Yes,Kanpur
SO00351,PRD0040,CUST0113,WH001,2026-03-01,2026-03-05,2026-03-11,93,3489.93,0.0,324563.49,Delivered,No,Ahmedabad
SO00352,PRD0001,CUST0082,WH004,2025-05-29,2025-06-07,2025-06-09,33,3710.34,0.18,100401.8,Delivered,No,Delhi
SO00353,PRD0073,CUST0077,WH002,2026-01-05,2026-01-13,,74,4643.43,0.01,340177.68,Processing,No,Kochi
SO00354,PRD0097,CUST0063,WH002,2025-10-18,2025-11-01,2025-11-07,32,1109.0,0.04,34068.48,Delivered,No,Kolkata
SO00355,PRD0084,CUST0085,WH005,2025-06-25,2025-07-02,2025-07-08,49,1046.01,0.18,42028.68,Delivered,No,Delhi
SO00356,PRD0021,CUST0068,WH008,2025-07-05,2025-07-13,,82,238.64,0.03,18981.43,Cancelled,No,Kolkata
SO00357,PRD0053,CUST0095,WH004,2025-03-21,2025-03-22,2025-03-21,28,2816.55,0.01,78074.77,Delivered,Yes,Ahmedabad
SO00358,PRD0022,CUST0114,WH002,2025-12-17,2025-12-26,,4,1820.46,0.08,6699.29,Cancelled,No,Coimbatore
SO00359,PRD0098,CUST0043,WH007,2025-08-14,2025-08-21,,94,1182.85,0.08,102292.87,Cancelled,No,Lucknow
SO00360,PRD0090,CUST0191,WH003,2025-11-06,2025-11-07,2025-11-14,74,3139.3,0.1,209077.38,Delivered,No,Bangalore
SO00361,PRD0046,CUST0109,WH002,2026-02-22,2026-03-05,2026-03-06,82,3056.69,0.0,250648.58,Delivered,No,Surat
SO00362,PRD0033,CUST0186,WH004,2025-04-12,2025-04-20,,72,2415.44,0.0,173911.68,Cancelled,No,Nagpur
SO00363,PRD0049,CUST0109,WH005,2025-06-12,2025-06-24,2025-06-29,68,1070.46,0.03,70607.54,Delivered,No,Surat
SO00364,PRD0054,CUST0147,WH001,2026-01-02,2026-01-13,2026-01-14,57,3658.33,0.02,204354.31,Delivered,No,Lucknow
SO00365,PRD0055,CUST0125,WH001,2025-06-26,2025-07-03,,68,1088.78,0.11,65892.97,Cancelled,No,Surat
SO00366,PRD0038,CUST0016,WH001,2025-05-06,2025-05-07,2025-05-06,43,1808.04,0.16,65306.4,Delivered,Yes,Coimbatore
SO00367,PRD0015,CUST0056,WH002,2025-05-01,2025-05-07,,70,681.38,0.19,38634.25,Shipped,No,Surat
SO00368,PRD0044,CUST0098,WH008,2025-06-10,2025-06-12,2025-06-17,26,3134.07,0.14,70077.81,Delivered,No,Hyderabad
SO00369,PRD0021,CUST0138,WH003,2026-03-11,2026-03-16,2026-03-15,62,238.64,0.13,12872.24,Delivered,Yes,Kochi
SO00370,PRD0025,CUST0052,WH008,2025-10-20,2025-10-27,2025-10-29,62,2111.07,0.12,115179.98,Delivered,No,Lucknow
SO00371,PRD0100,CUST0169,WH005,2025-06-29,2025-07-04,,33,3938.86,0.05,123483.26,Cancelled,No,Mumbai
SO00372,PRD0046,CUST0184,WH003,2026-01-06,2026-01-20,2026-01-25,70,3056.69,0.03,207549.25,Delivered,No,Pune
SO00373,PRD0020,CUST0001,WH008,2025-07-21,2025-07-25,,5,4041.09,0.07,18791.07,Cancelled,No,Jaipur
SO00374,PRD0008,CUST0181,WH008,2025-08-15,2025-08-29,,62,3084.59,0.08,175945.01,Processing,No,Delhi
SO00375,PRD0077,CUST0061,WH006,2025-05-04,2025-05-07,2025-05-13,40,645.7,0.16,21695.52,Delivered,No,Chennai
SO00376,PRD0062,CUST0130,WH006,2025-08-23,2025-08-31,,36,1284.22,0.14,39759.45,Processing,No,Chennai
SO00377,PRD0035,CUST0020,WH002,2026-03-07,2026-03-14,2026-03-12,98,2218.25,0.02,213040.73,Delivered,Yes,Hyderabad
SO00378,PRD0061,CUST0173,WH003,2025-10-24,2025-11-01,,38,145.59,0.08,5089.83,Shipped,No,Kochi
SO00379,PRD0094,CUST0153,WH005,2025-04-15,2025-04-22,2025-04-21,77,2097.14,0.12,142102.21,Delivered,Yes,Delhi
SO00380,PRD0064,CUST0061,WH005,2025-09-05,2025-09-13,,85,1528.35,0.06,122115.16,Processing,No,Chennai
SO00381,PRD0039,CUST0172,WH004,2025-06-26,2025-07-03,2025-07-03,41,3144.28,0.18,105710.69,Delivered,Yes,Bangalore
SO00382,PRD0031,CUST0130,WH003,2025-08-09,2025-08-20,2025-08-20,34,3578.26,0.07,113144.58,Delivered,Yes,Chennai
SO00383,PRD0014,CUST0108,WH003,2025-10-21,2025-11-03,,52,480.49,0.09,22736.79,Shipped,No,Mumbai
SO00384,PRD0033,CUST0072,WH006,2026-02-06,2026-02-16,2026-02-23,78,2415.44,0.01,186520.28,Delivered,No,Chennai
SO00385,PRD0081,CUST0167,WH005,2025-04-30,2025-05-08,2025-05-08,92,2414.08,0.08,204327.73,Delivered,Yes,Coimbatore
SO00386,PRD0015,CUST0155,WH005,2025-08-15,2025-08-25,2025-08-23,56,681.38,0.13,33196.83,Delivered,Yes,Lucknow
SO00387,PRD0100,CUST0179,WH003,2025-09-21,2025-09-23,2025-09-25,14,3938.86,0.05,52386.84,Delivered,No,Lucknow
SO00388,PRD0079,CUST0114,WH006,2025-05-12,2025-05-15,,92,3243.13,0.18,244661.73,Shipped,No,Coimbatore
SO00389,PRD0095,CUST0041,WH001,2025-07-19,2025-07-23,,53,453.32,0.13,20902.59,Processing,No,Coimbatore
SO00390,PRD0015,CUST0003,WH005,2025-05-18,2025-05-27,2025-05-28,79,681.38,0.03,52214.15,Delivered,No,Surat
SO00391,PRD0066,CUST0077,WH005,2025-06-27,2025-07-01,,86,1485.58,0.15,108595.9,Processing,No,Kochi
SO00392,PRD0056,CUST0104,WH003,2025-11-21,2025-11-30,,18,1966.0,0.03,34326.36,Shipped,No,Mumbai
SO00393,PRD0065,CUST0016,WH005,2025-12-10,2025-12-21,2025-12-25,84,4696.01,0.1,355018.36,Delivered,No,Coimbatore
SO00394,PRD0089,CUST0127,WH002,2025-03-25,2025-04-01,2025-04-08,53,4237.75,0.18,184172.62,Delivered,No,Kochi
SO00395,PRD0019,CUST0045,WH002,2025-07-14,2025-07-16,2025-07-17,47,4716.38,0.08,203936.27,Delivered,No,Hyderabad
SO00396,PRD0080,CUST0047,WH007,2026-01-20,2026-01-28,2026-02-03,7,202.98,0.11,1264.57,Delivered,No,Kochi
SO00397,PRD0088,CUST0126,WH003,2025-07-27,2025-08-01,2025-08-06,84,3141.65,0.19,213757.87,Delivered,No,Nagpur
SO00398,PRD0036,CUST0138,WH006,2025-07-19,2025-07-31,2025-08-07,21,2595.06,0.08,50136.56,Delivered,No,Kochi
SO00399,PRD0092,CUST0143,WH006,2025-11-19,2025-11-27,2025-11-30,1,2345.24,0.13,2040.36,Delivered,No,Kolkata
SO00400,PRD0050,CUST0006,WH003,2025-04-02,2025-04-03,2025-04-02,20,1912.62,0.16,32132.02,Delivered,Yes,Hyderabad
SO00401,PRD0066,CUST0037,WH004,2025-07-06,2025-07-13,2025-07-17,82,1485.58,0.17,101108.57,Delivered,No,Bangalore
SO00402,PRD0095,CUST0164,WH003,2025-07-09,2025-07-19,,10,453.32,0.06,4261.21,Shipped,No,Jaipur
SO00403,PRD0064,CUST0156,WH002,2025-12-12,2025-12-25,2026-01-01,11,1528.35,0.0,16811.85,Delivered,No,Hyderabad
SO00404,PRD0012,CUST0197,WH005,2025-07-06,2025-07-16,2025-07-20,51,4408.94,0.07,209116.02,Delivered,No,Pune
SO00405,PRD0041,CUST0043,WH003,2025-04-13,2025-04-24,,42,4208.92,0.06,166168.16,Processing,No,Lucknow
SO00406,PRD0062,CUST0057,WH002,2026-01-22,2026-01-27,,32,1284.22,0.01,40684.09,Cancelled,No,Coimbatore
SO00407,PRD0052,CUST0132,WH002,2025-03-29,2025-03-31,,67,4858.41,0.17,270176.18,Shipped,No,Jaipur
SO00408,PRD0026,CUST0141,WH007,2025-10-03,2025-10-17,,17,2796.29,0.13,41357.13,Shipped,No,Ahmedabad
